NODE_ID, EVENT_TYPE, EVENT_TIME, VOLTAGE, AMPERE, POWER_FACTOR, ACTIVE_POWER, APPARENT_POWER, AMOUNT_OF_ACTIVE_POWER
B25,1,2017-01-01T01:02:44,223.04,0.708795,0.990252,156.189,158.533,1428.457031
A1C,1,2017-01-01T01:02:49,228.562,0.666605,0.9885,149.861,152.841,1274.458618
A09,1,2017-01-01T01:02:50,224.458,0.668715,0.9885,148.426,149.662,1198.311646
A1A,1,2017-01-01T01:02:58,222.966,0.713014,0.990252,157.904,159.473,1477.248169
B39,1,2017-01-01T01:03:04,227.891,0.649729,0.98757,144.899,148.098,4152.381836
B2A,1,2017-01-01T01:03:20,225.689,0.660277,0.988952,146.01,149.517,1181.306274
A32,1,2017-01-01T01:03:32,222.443,0.723562,0.989828,158.526,160.876,0.509538114
B35,1,2017-01-01T01:03:44,228.376,0.64762,0.987092,145.624,147.55,1139.75415
B39,1,2017-01-01T01:04:03,227.63,0.651839,0.9885,146.308,148.28,4161.603516
B39,1,2017-01-01T01:05:03,227.443,0.651839,0.98804,146.078,148.468,4170.824219
B39,1,2017-01-01T01:06:03,226.622,0.653948,0.98804,144.123,148.322,4180.046387
B39,1,2017-01-01T01:07:02,226.921,0.651839,0.988952,144.492,148.443,4189.269043
B39,1,2017-01-01T01:08:02,226.883,0.653948,0.968658,145.277,148.368,4198.490723
B39,1,2017-01-01T01:09:02,227.368,0.651839,0.967168,146.114,148.231,4207.710938
B39,1,2017-01-01T01:10:02,227.891,0.649729,0.9885,144.909,148.517,4216.929688
B39,1,2017-01-01T01:11:01,227.443,0.651839,0.9885,144.793,148.741,4226.148926
B39,1,2017-01-01T01:12:00,227.443,0.649729,0.98804,146.513,148.274,4235.365234
B39,1,2017-01-01T01:13:00,227.704,0.651839,0.98757,145.962,148.407,4244.580566
B39,1,2017-01-01T01:14:01,227.331,0.651839,0.98757,146.551,148.207,4253.795898
B39,1,2017-01-01T01:15:00,227.07,0.651839,0.9885,145.794,148.067,4263.011719
B20,1,2017-01-01T01:15:03,224.682,0.662386,0.989394,145.989,148.781,1276.892944
B29,1,2017-01-01T01:15:03,226.175,0.713014,0.990252,157.685,161.232,150.8030243
A18,1,2017-01-01T01:15:09,223.264,0.710905,0.989394,156.803,158.692,129.1857452
A02,1,2017-01-01T01:15:16,224.234,0.677153,0.990252,149.458,152.079,1377.693481
B26,1,2017-01-01T01:15:47,222.854,0.670824,0.988952,147.066,149.483,1302.141846
A43,1,2017-01-01T01:15:48,228.115,0.64762,0.98757,145.113,148.171,1264.850708
A13,1,2017-01-01T01:15:51,0,0,1,0,0,0
B1F,1,2017-01-01T01:15:57,224.234,0.685591,0.989394,151.078,154.039,1445.223755
B39,1,2017-01-01T01:16:00,226.809,0.653948,0.989394,146.958,148.32,4272.227539
B36,1,2017-01-01T01:16:03,227.294,0.658167,0.988952,147.035,149.597,1310.744263
B38,1,2017-01-01T01:16:03,226.883,0.658167,0.989394,146.154,149.315,1307.31543
A1D,1,2017-01-01T01:16:08,228.227,0.651839,0.9885,146.672,148.852,1290.301392
A40,1,2017-01-01T01:16:19,214.72,0.694029,0.991472,146.572,148.945,1309.707397
A3B,1,2017-01-01T01:16:30,214.049,0.744657,0.979945,158.389,159.392,4640.985352
A15,1,2017-01-01T01:16:32,221.399,0.675043,0.970114,147.518,149.422,1308.09436
B33,1,2017-01-01T01:16:32,227.704,0.651839,0.988952,145.19,147.945,1273.839844
B34,1,2017-01-01T01:16:35,228.04,0.649729,0.988952,146.298,148.542,1283.543579
B3F,1,2017-01-01T01:16:40,224.906,0.719343,0.971537,158.901,161.886,173.3839264
A0E,1,2017-01-01T01:16:44,214.72,0.68981,0.990668,147.331,148.484,1291.394043
A11,1,2017-01-01T01:16:50,216.101,0.694029,0.990668,147.496,149.602,1326.299316
A2F,1,2017-01-01T01:16:51,223.451,0.662386,0.988952,147.067,148.401,1280.298096
B37,1,2017-01-01T01:16:51,227.033,0.653948,0.9885,145.823,148.485,1284.167725
B2C,1,2017-01-01T01:16:53,225.093,0.658167,0.987092,145.634,148.222,1279.620239
A05,1,2017-01-01T01:16:54,224.757,0.658167,0.991861,146.921,147.54,1281.078247
A30,1,2017-01-01T01:16:54,222.705,0.719343,0.989828,156.453,159.769,112.3874054
A19,1,2017-01-01T01:16:56,0,0,1,0,0,0
B39,1,2017-01-01T01:16:59,226.66,0.653948,0.9885,146.841,148.26,4281.443359
A01,1,2017-01-01T01:17:07,224.197,0.736219,0.991075,163.962,164.667,251.6481323
A14,1,2017-01-01T01:17:07,219.72,0.675043,0.991075,145.7,148.346,1290.472656
B27,1,2017-01-01T01:17:07,222.854,0.662386,0.989828,144.317,147.671,1265.218506
A0A,1,2017-01-01T01:17:11,224.272,0.662386,0.98804,146.448,148.536,1304.920776
B23,1,2017-01-01T01:17:11,223.6,0.672934,0.98757,148.718,150.587,1339.661011
B2D,1,2017-01-01T01:17:13,224.496,0.662386,0.9885,146.73,148.764,1290.586304
A04,1,2017-01-01T01:17:15,225.093,0.656058,0.989828,145.648,147.654,1267.184692
A17,1,2017-01-01T01:17:15,223.414,0.660277,0.9885,144.335,147.502,1258.63208
A0C,1,2017-01-01T01:17:16,214.608,0.700357,0.991861,149.186,150.794,1359.379639
A07,1,2017-01-01T01:17:20,225.391,0.670824,0.9885,148.079,150.697,1403.593628
B2E,1,2017-01-01T01:17:21,223.525,0.670824,0.9885,148.414,150.033,1327.727783
A45,1,2017-01-01T01:17:22,215.504,0.691919,0.991472,147.628,149.528,4326.338379
B3E,1,2017-01-01T01:17:22,225.316,0.660277,0.989828,145.744,148.32,1292.732422
A44,1,2017-01-01T01:17:23,224.906,0.715124,0.989828,157.565,160.413,152.1452637
A31,1,2017-01-01T01:17:24,222.443,0.727781,0.990668,159.636,162.243,187.3163757
B22,1,2017-01-01T01:17:26,224.234,0.660277,0.98757,144.891,148.062,1286.254883
B24,1,2017-01-01T01:17:26,223.19,0.721452,0.991075,159.3,161.053,164.0269318
A12,1,2017-01-01T01:17:27,217.481,0.681372,0.990252,145.828,148.203,1291.314941
B28,1,2017-01-01T01:17:29,225.876,0.656058,0.987092,144.716,148.155,1279.094116
A1E,1,2017-01-01T01:17:30,228.077,0.64762,0.98804,145.959,147.285,1265.017944
A0B,1,2017-01-01T01:17:31,0,0,1,0,0,0
A06,1,2017-01-01T01:17:32,225.466,0.658167,0.988952,145.089,147.899,1292.137451
A3A,1,2017-01-01T01:17:38,224.309,0.666605,0.989394,147.489,149.076,1317.792358
B25,1,2017-01-01T01:17:38,222.63,0.710905,0.990252,155.248,158.288,73.62107086
A1C,1,2017-01-01T01:17:44,227.592,0.668715,0.988952,150.105,152.667,1416.958008
A09,1,2017-01-01T01:17:45,224.048,0.668715,0.988952,147.423,149.786,1338.20459
A1A,1,2017-01-01T01:17:52,222.966,0.717233,0.990252,158.411,159.42,124.0645218
B39,1,2017-01-01T01:17:59,226.809,0.651839,0.9885,145.124,148.32,4290.658691
B2A,1,2017-01-01T01:18:16,225.689,0.662386,0.98757,146.949,149.029,1320.619019
A32,1,2017-01-01T01:18:28,221.809,0.723562,0.972235,159.507,160.14,150.8761444
B35,1,2017-01-01T01:18:40,227.965,0.64762,0.968658,144.406,147.616,1277.824951
B39,1,2017-01-01T01:18:59,226.771,0.653948,0.98804,145.382,148.308,4299.874023
B39,1,2017-01-01T01:19:58,226.809,0.651839,0.98804,144.804,148.32,4309.090332
B39,1,2017-01-01T01:20:58,227.145,0.651839,0.9885,146.722,148.086,4318.306641
B39,1,2017-01-01T01:21:57,226.958,0.653948,0.988952,145.098,147.909,4327.522949
B39,1,2017-01-01T01:22:57,227.257,0.651839,0.988952,145.423,148.147,4336.740234
B39,1,2017-01-01T01:23:57,226.958,0.651839,0.9885,146.511,147.963,4345.958008
B39,1,2017-01-01T01:24:56,227.294,0.651839,0.969391,146.54,148.681,4355.175293
B39,1,2017-01-01T01:25:56,226.958,0.651839,0.968658,146.264,147.88,4364.39209
B39,1,2017-01-01T01:26:57,228.376,0.64762,0.968658,146.365,148.376,4373.608887
B39,1,2017-01-01T01:27:55,226.249,0.656058,0.967917,145.652,148.057,4382.825684
B39,1,2017-01-01T01:28:55,225.466,0.656058,0.970114,146.211,148.443,4392.041992
B20,1,2017-01-01T01:29:52,223.787,0.664496,0.989828,145.644,148.557,1414.742676
B29,1,2017-01-01T01:29:52,224.943,0.717233,0.990668,159.053,161.343,300.7812195
B39,1,2017-01-01T01:29:54,226.286,0.653948,0.968658,146.379,148.566,4401.257324
A18,1,2017-01-01T01:29:59,221.735,0.723562,0.991075,158.488,160.492,277.8565979
A02,1,2017-01-01T01:30:06,223.414,0.679262,0.989394,150.692,151.972,16.69350243
B26,1,2017-01-01T01:30:38,222.667,0.670824,0.988952,145.427,149.432,1440.924561
A43,1,2017-01-01T01:30:39,227.331,0.649729,0.988952,145.437,148.268,1402.411987
A13,1,2017-01-01T01:30:43,0,0,1,0,0,0
B1F,1,2017-01-01T01:30:48,224.234,0.685591,0.988952,152.903,154.658,86.2450943
B36,1,2017-01-01T01:30:53,227.965,0.656058,0.989828,146.827,149.471,1449.662109
B38,1,2017-01-01T01:30:54,226.995,0.658167,0.990252,149.034,149.683,1446.182739
B39,1,2017-01-01T01:30:54,227.406,0.649729,0.989828,144.739,148.188,4410.472168
A1D,1,2017-01-01T01:30:58,226.883,0.653948,0.98804,143.834,149.026,1428.72644
A40,1,2017-01-01T01:31:11,215.056,0.694029,0.991472,148.605,149.332,1448.675415
A3B,1,2017-01-01T01:31:22,214.534,0.742548,0.994644,158.577,159.866,4790.307617
A15,1,2017-01-01T01:31:24,221.473,0.675043,0.989394,145.861,149.517,1447.155151
B33,1,2017-01-01T01:31:24,227.107,0.649729,0.9885,145.209,147.994,1411.643066
B34,1,2017-01-01T01:31:28,227.63,0.651839,0.988952,147.211,148.438,1421.660522
B3F,1,2017-01-01T01:31:32,224.719,0.719343,0.989828,159.892,161.643,324.3339539
A0E,1,2017-01-01T01:31:37,213.452,0.696138,0.99224,146.559,148.449,1429.680542
A11,1,2017-01-01T01:31:43,215.243,0.696138,0.990668,146.925,150.025,1465.829468
B37,1,2017-01-01T01:31:43,226.175,0.658167,0.9885,147.203,148.31,1422.356445
A2F,1,2017-01-01T01:31:44,222.891,0.666605,0.990668,147.186,148.14,1418.352539
B2C,1,2017-01-01T01:31:46,224.57,0.660277,0.989394,146.088,148.006,1417.602173
A05,1,2017-01-01T01:31:47,224.384,0.658167,0.991861,144.922,147.841,1419.250854
A30,1,2017-01-01T01:31:47,221.772,0.721452,0.990668,157.158,160.179,261.6073914
A19,1,2017-01-01T01:31:50,0,0,1,0,0,0
A14,1,2017-01-01T01:31:51,217.966,0.681372,0.990252,147.143,147.993,1428.870728
B39,1,2017-01-01T01:31:54,225.988,0.653948,0.98804,145.138,147.992,4419.687012
A01,1,2017-01-01T01:32:00,223.302,0.738329,0.989828,163.118,164.946,405.8627014
B27,1,2017-01-01T01:32:00,221.399,0.666605,0.989394,145.696,147.808,1402.713135
A0A,1,2017-01-01T01:32:04,224.011,0.662386,0.989394,147.522,149.051,1443.744873
B23,1,2017-01-01T01:32:04,222.257,0.677153,0.988952,147.465,150.446,1479.554077
B2D,1,2017-01-01T01:32:07,223.152,0.666605,0.989394,146.35,148.803,1429.001953
A04,1,2017-01-01T01:32:08,224.048,0.658167,0.988952,145.644,147.964,1405.036133
A17,1,2017-01-01T01:32:08,221.66,0.664496,0.989828,144.972,147.416,1395.931396
A0C,1,2017-01-01T01:32:10,213.116,0.706686,0.99224,149.711,150.566,1499.996948
A07,1,2017-01-01T01:32:14,224.719,0.670824,0.9885,147.508,150.672,42.78631592
B2E,1,2017-01-01T01:32:14,222.63,0.672934,0.9885,146.555,149.645,1467.290527
B3E,1,2017-01-01T01:32:15,224.794,0.660277,0.98804,145.304,148.574,1431.122803
A44,1,2017-01-01T01:32:17,223.824,0.717233,0.990252,159.642,160.777,302.3223877
A45,1,2017-01-01T01:32:17,213.974,0.698248,0.991472,147.395,149.386,4465.699707
A31,1,2017-01-01T01:32:19,220.503,0.736219,0.990668,160.243,162.024,338.9028015
B24,1,2017-01-01T01:32:20,221.809,0.725671,0.990668,159.391,160.946,314.4484863
A12,1,2017-01-01T01:32:21,216.623,0.683481,0.989828,145.544,148.197,1429.643188
B22,1,2017-01-01T01:32:21,223.003,0.664496,0.989394,145.581,148.084,1424.38208
B28,1,2017-01-01T01:32:23,225.204,0.658167,0.988952,145.965,148.056,1417.0896
A1E,1,2017-01-01T01:32:24,228.227,0.64551,0.986604,145.78,147.304,1402.586792
A06,1,2017-01-01T01:32:26,223.637,0.664496,0.988952,147.41,148.237,1430.588013
A0B,1,2017-01-01T01:32:26,0,0,1,0,0,0
B25,1,2017-01-01T01:32:31,222.182,0.710905,0.990668,156.348,157.938,221.1788788
A3A,1,2017-01-01T01:32:32,224.272,0.666605,0.9885,146.98,149.163,1457.237183
A09,1,2017-01-01T01:32:39,223.19,0.670824,0.989394,147.692,149.859,1478.167358
A1C,1,2017-01-01T01:32:39,226.324,0.672934,0.990252,149.358,152.338,57.02529144
A1A,1,2017-01-01T01:32:48,221.884,0.719343,0.990668,156.277,159.207,273.2537537
B39,1,2017-01-01T01:32:54,226.324,0.653948,0.9885,145.719,147.967,4428.902344
B2A,1,2017-01-01T01:33:10,224.458,0.664496,0.988952,146.69,148.976,1459.897095
A32,1,2017-01-01T01:33:24,221.66,0.721452,0.991075,159.016,160.304,301.0757141
B35,1,2017-01-01T01:33:36,226.473,0.651839,0.98804,144.469,147.381,1415.809326
B39,1,2017-01-01T01:33:54,226.025,0.656058,0.988952,146.379,148.04,4438.117188
B39,1,2017-01-01T01:34:53,226.286,0.653948,0.98757,144.866,148.157,4447.330078
B39,1,2017-01-01T01:35:52,225.801,0.656058,0.988952,144.267,148.082,4456.544922
B39,1,2017-01-01T01:36:53,225.988,0.656058,0.988952,145.006,147.906,4465.756836
B39,1,2017-01-01T01:37:52,226.137,0.653948,0.9885,144.685,148.352,4474.968262
B39,1,2017-01-01T01:38:51,226.473,0.651839,0.990252,144.877,148.474,4484.179688
B39,1,2017-01-01T01:39:52,228.115,0.649729,0.988952,145.857,148.213,4493.387695
B39,1,2017-01-01T01:40:50,227.667,0.651839,0.9885,145.282,147.945,4502.595703
B39,1,2017-01-01T01:41:50,226.51,0.653948,0.9885,146.95,148.157,4511.805176
B39,1,2017-01-01T01:42:51,225.988,0.653948,0.988952,145.644,147.849,4521.016113
B39,1,2017-01-01T01:43:50,226.473,0.653948,0.98757,145.4,148.482,4530.227539
B20,1,2017-01-01T01:44:42,223.451,0.664496,0.98804,145.4,148.5,50.16060638
B29,1,2017-01-01T01:44:42,224.719,0.717233,0.991075,159.48,161.096,450.7477112
A18,1,2017-01-01T01:44:48,222.779,0.719343,0.990252,156.657,160.281,426.6692505
B39,1,2017-01-01T01:44:50,225.652,0.656058,0.98757,145.719,148.12,4539.440918
A02,1,2017-01-01T01:44:55,222.891,0.683481,0.990252,150.678,151.971,158.0792847
B26,1,2017-01-01T01:45:28,221.921,0.672934,0.989828,148.351,149.481,77.3189621
A43,1,2017-01-01T01:45:30,227.107,0.651839,0.98804,145.531,148.061,37.55384064
A13,1,2017-01-01T01:45:33,0,0,1,0,0,0
B1F,1,2017-01-01T01:45:39,223.637,0.68981,0.989394,152.892,154.661,229.8446655
B36,1,2017-01-01T01:45:44,227.555,0.656058,0.9885,146.258,149.368,86.07440186
B38,1,2017-01-01T01:45:45,226.771,0.658167,0.988952,147.567,149.358,82.58255768
B39,1,2017-01-01T01:45:49,225.988,0.656058,0.9885,146.688,148.182,4548.654297
A1D,1,2017-01-01T01:45:50,227.704,0.651839,0.98804,147.664,148.796,64.79801178
A40,1,2017-01-01T01:46:02,214.273,0.696138,0.991472,146.007,149.595,85.26134491
A3B,1,2017-01-01T01:46:14,213.489,0.748876,0.994951,158.03,159.98,4939.749023
A15,1,2017-01-01T01:46:16,220.503,0.677153,0.989394,146.263,149.672,83.77759552
B33,1,2017-01-01T01:46:16,226.66,0.653948,0.989828,146.578,147.859,46.97556305
B34,1,2017-01-01T01:46:20,226.771,0.656058,0.98804,146.984,148.327,57.32159042
B3F,1,2017-01-01T01:46:24,224.607,0.719343,0.990252,160.264,161.529,475.3222656
A0E,1,2017-01-01T01:46:29,213.489,0.696138,0.990668,145.618,148.688,65.64840698
A11,1,2017-01-01T01:46:36,214.72,0.698248,0.990668,148.455,149.617,102.9356155
B37,1,2017-01-01T01:46:36,226.771,0.656058,0.9885,146.889,148.441,58.02381897
A2F,1,2017-01-01T01:46:37,222.07,0.668715,0.989394,146.399,148.524,53.99731064
B2C,1,2017-01-01T01:46:38,224.346,0.660277,0.98804,146.4,148.181,53.16439819
A05,1,2017-01-01T01:46:40,223.339,0.662386,0.99224,146.603,148.011,54.99064636
A30,1,2017-01-01T01:46:41,220.951,0.723562,0.990668,157.663,160.034,410.9473877
A19,1,2017-01-01T01:46:43,0,0,1,0,0,0
B39,1,2017-01-01T01:46:48,225.54,0.658167,0.9885,145.146,148.028,4557.868164
A01,1,2017-01-01T01:46:53,222.705,0.740438,0.991075,162.005,164.987,560.1234131
B27,1,2017-01-01T01:46:53,221.66,0.666605,0.989828,146.241,147.746,37.86055374
A0A,1,2017-01-01T01:46:57,224.384,0.662386,0.98804,147.78,148.654,80.27359009
B23,1,2017-01-01T01:46:58,221.324,0.677153,0.988952,148.604,150.028,117.1327972
A14,1,2017-01-01T01:46:59,221.25,0.670824,0.989828,145.976,147.995,64.78800964
B2D,1,2017-01-01T01:46:59,223.264,0.664496,0.988952,146.683,148.711,65.00356293
A04,1,2017-01-01T01:47:02,226.249,0.651839,0.98804,145.571,147.483,40.41604996
A17,1,2017-01-01T01:47:02,224.831,0.656058,0.9885,145.57,147.508,30.92716599
A0C,1,2017-01-01T01:47:04,215.205,0.700357,0.991075,147.941,150.707,138.2907257
A07,1,2017-01-01T01:47:08,226.212,0.672934,0.98804,149.091,152.161,185.1850891
B2E,1,2017-01-01T01:47:08,225.204,0.664496,0.9885,148.358,149.683,104.4037323
B3E,1,2017-01-01T01:47:09,226.883,0.653948,0.9885,144.945,148.37,67.1234436
A44,1,2017-01-01T01:47:10,226.063,0.710905,0.988952,157.707,160.701,452.5767212
A45,1,2017-01-01T01:47:11,217.22,0.6877,0.989828,146.002,149.356,4605.037109
A31,1,2017-01-01T01:47:12,224.197,0.723562,0.990252,159.838,162.255,490.4928894
B22,1,2017-01-01T01:47:13,224.645,0.658167,0.98757,147.083,148.45,60.12385941
B24,1,2017-01-01T01:47:14,223.563,0.721452,0.989394,158.853,161.315,464.9037781
A12,1,2017-01-01T01:47:15,219.16,0.677153,0.989828,146.302,148.317,65.56169128
A1E,1,2017-01-01T01:47:18,229.57,0.641291,0.987092,146.256,147.328,37.72880173
B28,1,2017-01-01T01:47:18,227.107,0.653948,0.98757,144.934,148.032,52.79316711
A06,1,2017-01-01T01:47:20,226.436,0.656058,0.9885,145.416,148.572,66.62886047
A0B,1,2017-01-01T01:47:20,0,0,1,0,0,0
B25,1,2017-01-01T01:47:25,224.309,0.704576,0.9885,155.914,158.115,368.7661133
A3A,1,2017-01-01T01:47:27,225.615,0.660277,0.98757,146.776,149.017,94.18579102
A1C,1,2017-01-01T01:47:33,229.458,0.664496,0.98804,149.5,152.455,199.481842
A09,1,2017-01-01T01:47:34,225.54,0.664496,0.98804,148.874,149.845,115.8039322
A1A,1,2017-01-01T01:47:42,223.899,0.713014,0.990252,156.919,159.616,422.5042419
B39,1,2017-01-01T01:47:49,228.413,0.64762,0.98757,145.599,148.424,4567.07959
B2A,1,2017-01-01T01:48:06,227.331,0.653948,0.98757,145.838,148.606,96.77429199
A32,1,2017-01-01T01:48:20,223.6,0.717233,0.990668,158.091,159.988,451.3486328
B35,1,2017-01-01T01:48:32,229.756,0.643401,0.98804,144.706,147.807,51.33873367
B39,1,2017-01-01T01:48:48,228.861,0.64762,0.98804,145.784,148.234,4576.291016
B39,1,2017-01-01T01:49:47,226.921,0.651839,0.9885,146.343,148.406,4585.503418
B39,1,2017-01-01T01:50:48,225.988,0.656058,0.970114,145.983,148.323,4594.720703
B39,1,2017-01-01T01:51:46,223.376,0.662386,0.988952,146.552,148.022,4603.946289
B39,1,2017-01-01T01:52:47,224.831,0.660277,0.969391,145.269,148.266,4613.174805
B39,1,2017-01-01T01:53:47,223.563,0.662386,0.989828,146.678,148.649,4622.405762
B39,1,2017-01-01T01:54:46,224.011,0.662386,0.988952,147.11,147.927,4631.640625
B39,1,2017-01-01T01:55:46,223.451,0.664496,0.990252,146.04,148.537,4640.87793
B39,1,2017-01-01T01:56:45,223.525,0.664496,0.989394,145.77,148.188,4650.116211
B39,1,2017-01-01T01:57:45,224.458,0.660277,0.988952,147.083,148.801,4659.354492
B39,1,2017-01-01T01:58:45,224.607,0.660277,0.989828,145.823,148.303,4668.594238
B20,1,2017-01-01T01:59:30,221.66,0.668715,0.97083,146.827,148.289,188.0703278
B29,1,2017-01-01T01:59:31,222.929,0.723562,0.971537,160.201,160.893,600.8279419
A18,1,2017-01-01T01:59:38,219.683,0.72989,0.991472,157.313,160.337,575.2450562
B39,1,2017-01-01T01:59:44,224.234,0.662386,0.9885,145.326,148.566,4677.833984
A02,1,2017-01-01T01:59:45,220.578,0.6877,0.990252,151.103,151.755,299.62146
B26,1,2017-01-01T02:00:19,219.794,0.679262,0.990252,146.642,148.815,216.159668
A43,1,2017-01-01T02:00:21,224.421,0.658167,0.98804,145.666,147.815,175.1856079
A13,1,2017-01-01T02:00:24,0,0,1,0,0,0
B1F,1,2017-01-01T02:00:29,221.362,0.696138,0.991075,153.111,154.533,373.5562744
B36,1,2017-01-01T02:00:36,224.869,0.664496,0.990252,146.925,149.311,225.0872955
B38,1,2017-01-01T02:00:36,224.384,0.668715,0.990252,146.391,149.605,221.5417328
A1D,1,2017-01-01T02:00:41,224.981,0.662386,0.988952,145.992,148.881,203.2674408
B39,1,2017-01-01T02:00:44,223.6,0.662386,0.989828,146.583,148.642,4687.073242
A40,1,2017-01-01T02:00:54,210.206,0.708795,0.974278,145.88,148.978,224.2952881
A3B,1,2017-01-01T02:01:07,209.945,0.761533,0.995818,157.8,159.858,5089.352539
B33,1,2017-01-01T02:01:08,225.055,0.658167,0.989394,144.932,148.14,184.7967682
A15,1,2017-01-01T02:01:09,216.325,0.691919,0.991075,147.462,149.068,222.8231201
B34,1,2017-01-01T02:01:12,225.652,0.658167,0.989394,145.338,148.566,195.4615326
B3F,1,2017-01-01T02:01:16,221.324,0.734109,0.991075,159.006,161.898,626.5730591
A0E,1,2017-01-01T02:01:22,210.318,0.706686,0.991472,145.06,148.189,204.1164398
B37,1,2017-01-01T02:01:28,224.906,0.660277,0.989394,146.52,148.45,196.3209076
A11,1,2017-01-01T02:01:29,211.847,0.706686,0.991861,146.96,149.228,242.4745636
A2F,1,2017-01-01T02:01:30,219.309,0.675043,0.989828,144.996,148.081,192.132309
B2C,1,2017-01-01T02:01:31,221.138,0.668715,0.989828,146.774,148.281,191.2343445
A05,1,2017-01-01T02:01:33,221.026,0.666605,0.992972,145.071,147.721,193.2282867
A30,1,2017-01-01T02:01:33,219.794,0.725671,0.991861,158.934,159.995,560.4328003
A19,1,2017-01-01T02:01:36,0,0,1,0,0,0
B39,1,2017-01-01T02:01:43,223.787,0.664496,0.988952,146.031,148.313,4696.313965
A14,1,2017-01-01T02:01:44,215.019,0.6877,0.991472,145.783,147.964,203.1036835
B27,1,2017-01-01T02:01:46,219.571,0.670824,0.990252,144.748,147.763,175.5224304
A01,1,2017-01-01T02:01:47,219.309,0.738329,0.991075,161.09,162.004,714.4873657
A0A,1,2017-01-01T02:01:51,220.242,0.677153,0.989828,146.127,149.061,219.3400726
B23,1,2017-01-01T02:01:51,219.645,0.681372,0.989828,148.609,150.097,257.1713562
B2D,1,2017-01-01T02:01:53,220.988,0.670824,0.989828,147.129,148.269,203.5033722
A04,1,2017-01-01T02:01:55,220.391,0.670824,0.989828,145.092,147.366,178.3216095
A17,1,2017-01-01T02:01:56,218.377,0.675043,0.990252,145.574,147.489,168.4255676
A0C,1,2017-01-01T02:01:58,209.31,0.719343,0.993325,148.351,150.553,279.1178894
A07,1,2017-01-01T02:02:01,220.541,0.681372,0.990252,149.104,150.313,326.203125
B2E,1,2017-01-01T02:02:01,219.906,0.679262,0.989828,148.271,149.469,244.0360565
B3E,1,2017-01-01T02:02:03,222.108,0.666605,0.990252,146.294,148.54,205.5963135
A45,1,2017-01-01T02:02:04,210.952,0.708795,0.992611,146.091,149.017,4744.432617
A44,1,2017-01-01T02:02:05,220.802,0.727781,0.990668,160.042,160.728,602.9656982
A31,1,2017-01-01T02:02:07,218.936,0.740438,0.991472,161.168,162.606,642.2958984
B24,1,2017-01-01T02:02:07,219.459,0.732,0.99224,160.057,161.121,615.4748535
B22,1,2017-01-01T02:02:08,220.317,0.672934,0.989828,144.783,148.171,198.3965607
A12,1,2017-01-01T02:02:10,212.892,0.696138,0.990668,147.14,147.829,203.856369
B28,1,2017-01-01T02:02:11,222.22,0.664496,0.989828,145.223,148.157,190.9693604
A1E,1,2017-01-01T02:02:12,224.943,0.656058,0.988952,146.202,147.198,175.3417664
A0B,1,2017-01-01T02:02:14,0,0,1,0,0,0
A06,1,2017-01-01T02:02:15,221.1,0.670824,0.990668,145.693,148.42,205.1925201
B25,1,2017-01-01T02:02:20,219.459,0.719343,0.990668,154.944,157.878,516.4113159
A3A,1,2017-01-01T02:02:21,220.466,0.677153,0.991075,146.351,148.874,233.6484833
A09,1,2017-01-01T02:02:28,219.944,0.681372,0.988952,148.547,149.532,255.953476
A1C,1,2017-01-01T02:02:28,224.421,0.677153,0.990252,150.498,152.395,342.005249
A1A,1,2017-01-01T02:02:37,218.824,0.727781,0.991861,157.52,159.674,571.8535767
B39,1,2017-01-01T02:02:44,223.675,0.662386,0.988952,146.489,148.749,4705.555176
B2A,1,2017-01-01T02:03:01,222.518,0.670824,0.989394,147.314,149.339,236.1347809
A32,1,2017-01-01T02:03:16,220.391,0.727781,0.991472,157.295,160.415,601.8239746
B35,1,2017-01-01T02:03:29,226.249,0.653948,0.9885,145.108,147.912,189.4578247
B39,1,2017-01-01T02:03:44,225.204,0.660277,0.989394,146.742,148.727,4714.794922
B39,1,2017-01-01T02:04:43,225.242,0.658167,0.9885,146.293,148.252,4724.032715
B39,1,2017-01-01T02:05:43,225.354,0.660277,0.988952,145.327,148.325,4733.270996
B39,1,2017-01-01T02:06:42,225.391,0.658167,0.9885,145.573,148.289,4742.508789
B39,1,2017-01-01T02:07:43,224.346,0.660277,0.9885,146.052,148.29,4751.749023
B39,1,2017-01-01T02:08:42,224.831,0.660277,0.989394,145.481,148.487,4760.989258
B39,1,2017-01-01T02:09:41,225.204,0.658167,0.9885,145.233,148.678,4770.22998
B39,1,2017-01-01T02:10:42,224.533,0.662386,0.988952,147.195,148.246,4779.470215
B39,1,2017-01-01T02:11:40,224.048,0.662386,0.989394,145.631,148.474,4788.709473
B39,1,2017-01-01T02:12:40,224.122,0.662386,0.988952,144.75,148.424,4797.94873
B39,1,2017-01-01T02:13:40,224.496,0.660277,0.989394,145.453,148.216,4807.186035
B20,1,2017-01-01T02:14:20,222.891,0.666605,0.98804,145.989,149.062,326.02948
B29,1,2017-01-01T02:14:20,224.011,0.719343,0.991075,160.625,161.167,750.9048462
A18,1,2017-01-01T02:14:28,220.354,0.727781,0.990668,158.511,160.8,724.2299805
A02,1,2017-01-01T02:14:35,221.884,0.685591,0.990252,149.654,152.033,441.1631165
B39,1,2017-01-01T02:14:40,224.682,0.662386,0.9885,145.333,148.327,4816.42041
B26,1,2017-01-01T02:15:09,219.906,0.679262,0.991075,147.842,148.93,355.0143433
