NODE_ID, EVENT_TYPE, EVENT_TIME, VOLTAGE, AMPERE, POWER_FACTOR, ACTIVE_POWER, APPARENT_POWER, AMOUNT_OF_ACTIVE_POWER
B39,1,2016-12-15T17:29:45,223.19,0.660277,0.989394,144.614,147.244,69693.53125
B27,1,2016-12-15T17:29:58,215.429,0.6877,0.971537,146.881,148.182,1477.270264
A13,1,2016-12-15T17:30:16,222.257,0.675043,0.97083,146.635,149.964,68.31090546
A0E,1,2016-12-15T17:30:17,218.824,0.677153,0.971537,145.364,148.672,65.10548401
A15,1,2016-12-15T17:30:17,224.682,0.668715,0.975598,147.298,150.173,70.03288269
A40,1,2016-12-15T17:30:17,219.123,0.681372,0.972925,147.765,149.31,65.3807373
A11,1,2016-12-15T17:30:18,220.802,0.679262,0.972925,147.028,149.98,67.62470245
A12,1,2016-12-15T17:30:18,221.585,0.675043,0.972925,147.954,150.028,68.44303894
A14,1,2016-12-15T17:30:18,223.003,0.670824,0.971537,147.104,149.144,70.82944489
A17,1,2016-12-15T17:30:18,226.809,0.64762,0.968658,145.084,146.926,68.85157776
A0C,1,2016-12-15T17:30:19,218.265,0.685591,0.972925,147.518,149.648,104.7768631
A10,1,2016-12-15T17:30:20,0,0,1,0,0,0
A16,1,2016-12-15T17:30:20,225.951,0.658167,0.969391,145.308,149.134,66.54576111
B22,1,2016-12-15T17:30:40,217.481,0.685591,0.989394,145.841,148.65,367.9542847
B39,1,2016-12-15T17:30:45,222.929,0.660277,0.989394,145.837,147.317,69702.71875
B2C,1,2016-12-15T17:30:48,218.862,0.677153,0.990668,144.267,147.747,437.2064819
B3F,1,2016-12-15T17:30:49,218.265,0.683481,0.990668,146.084,149.167,136.1957855
B24,1,2016-12-15T17:31:32,216.772,0.732,0.99224,157.44,158.253,742.7305298
B39,1,2016-12-15T17:31:45,222.667,0.660277,0.989394,144.969,146.996,69711.89063
B23,1,2016-12-15T17:31:49,217.519,0.685591,0.990668,147.922,149.651,513.5634155
B33,1,2016-12-15T17:31:54,223.488,0.662386,0.990252,144.65,148.047,307.6616211
B2D,1,2016-12-15T17:32:18,218.638,0.677153,0.971537,145.665,148.095,627.1315918
B39,1,2016-12-15T17:32:45,223.339,0.658167,0.969391,145.367,147.042,69721.0625
B37,1,2016-12-15T17:33:03,223.563,0.666605,0.989828,145.644,149.002,380.0571899
A30,1,2016-12-15T17:33:08,217.892,0.675043,0.989394,144.799,147.678,334.0963745
B34,1,2016-12-15T17:33:12,225.018,0.662386,0.992611,147.886,149.123,1140.939819
A2F,1,2016-12-15T17:33:16,218.19,0.679262,0.990668,145.471,148.138,467.1749878
B39,1,2016-12-15T17:33:44,222.555,0.660277,0.989394,143.786,146.91,69730.21875
A05,1,2016-12-15T17:34:09,228.898,0.649729,0.991075,147.041,148.74,579.1964111
B20,1,2016-12-15T17:34:13,219.198,0.683481,0.990252,148.232,149.945,737.2304077
B28,1,2016-12-15T17:34:40,220.876,0.721452,0.972235,158.091,159.237,612.1210938
B39,1,2016-12-15T17:34:45,223.003,0.660277,0.969391,145.784,146.816,69739.375
B38,1,2016-12-15T17:35:12,224.682,0.666605,0.988952,147.883,149.761,1406.465454
B36,1,2016-12-15T17:35:14,225.279,0.660277,0.989394,147.352,148.776,57.50128937
A1E,1,2016-12-15T17:35:15,225.54,0.656058,0.9885,146.711,148.023,1426.964111
A1E,1,2016-12-15T17:35:15,225.54,0.656058,0.9885,146.711,148.023,1426.964111
A01,1,2016-12-15T17:35:18,228.04,0.704576,0.989828,158.702,160.704,486.7373657
A0A,1,2016-12-15T17:35:25,228.339,0.653948,0.98804,146.899,149.351,652.692749
B29,1,2016-12-15T17:35:35,220.951,0.675043,0.970114,147.624,149.144,1232.402466
B39,1,2016-12-15T17:35:43,222.929,0.658167,0.989828,145.41,146.742,69748.53125
A1A,1,2016-12-15T17:35:44,226.697,0.710905,0.972235,158.477,161.139,799.2167969
A04,1,2016-12-15T17:36:06,228.786,0.643401,0.9885,144.233,147.219,547.151001
B39,1,2016-12-15T17:36:44,223.488,0.656058,0.970114,145.473,146.576,69757.67969
A07,1,2016-12-15T17:37:01,228.898,0.651839,0.967168,146.761,149.187,626.5702515
A44,1,2016-12-15T17:37:02,228.637,0.700357,0.969391,157.02,159.639,383.6269531
A32,1,2016-12-15T17:37:18,217.295,0.0611758,0.683447,5.081,13.2932,390.3543396
A0B,1,2016-12-15T17:37:33,227.518,0.653948,0.988952,145.871,149.221,631.5692139
B39,1,2016-12-15T17:37:43,224.346,0.653948,0.970114,144.147,146.771,69766.82813
B1F,1,2016-12-15T17:37:59,218.675,0.744657,0.974278,160.864,162.474,390.3484802
A06,1,2016-12-15T17:38:01,229.085,0.651839,0.969391,147.866,149.294,631.3648071
A43,1,2016-12-15T17:38:07,224.682,0.656058,0.969391,144.628,147.361,432.3753967
A02,1,2016-12-15T17:38:29,228.264,0.710905,0.989394,160.047,162.233,977.7120972
B39,1,2016-12-15T17:38:42,222.294,0.660277,0.969391,145.342,146.861,69775.96875
A18,1,2016-12-15T17:38:56,227.928,0.696138,0.969391,157.569,159.125,856.3594971
A09,1,2016-12-15T17:39:15,227.965,0.653948,0.967168,145.947,149.168,858.0033569
A1D,1,2016-12-15T17:39:25,225.428,0.660277,0.989394,145.813,148.82,483.4987488
B39,1,2016-12-15T17:39:43,224.048,0.653948,0.989828,144.598,146.939,69785.10938
A19,1,2016-12-15T17:39:53,227.368,0.698248,0.991075,157.542,158.24,566.4398193
B25,1,2016-12-15T17:40:10,215.69,0.734109,0.991075,156.764,158.802,1265.61731
B39,1,2016-12-15T17:40:43,222.929,0.658167,0.969391,145.347,146.811,69794.25
B2E,1,2016-12-15T17:41:00,217.519,0.683481,0.972235,146.731,148.732,921.3917847
B39,1,2016-12-15T17:41:41,224.234,0.653948,0.989394,143.453,146.668,69803.39844
B3E,1,2016-12-15T17:42:02,219.123,0.677153,0.990252,146.102,147.897,44.0909462
A31,1,2016-12-15T17:42:04,216.996,0.685591,0.991075,145.875,148.319,537.7505493
B39,1,2016-12-15T17:42:42,223.115,0.658167,0.97083,144.2,146.381,69812.53906
A3A,1,2016-12-15T17:42:59,227.592,0.658167,0.988952,148.638,149.338,734.8650513
A1C,1,2016-12-15T17:43:03,224.682,0.675043,0.989828,149.762,151.727,751.3933105
B39,1,2016-12-15T17:43:41,223.152,0.658167,0.989394,144.202,146.841,69821.67969
B26,1,2016-12-15T17:43:43,216.548,0.691919,0.991075,148.072,149.494,907.6801147
B35,1,2016-12-15T17:43:57,225.652,0.651839,0.98757,144.331,146.576,1132.362549
B2A,1,2016-12-15T17:44:13,220.391,0.677153,0.97083,145.942,148.673,1426.938843
B39,1,2016-12-15T17:44:41,223.302,0.656058,0.969391,145.308,146.528,69830.82031
B27,1,2016-12-15T17:44:52,216.884,0.679262,0.971537,145.996,147.258,112.6285477
A13,1,2016-12-15T17:45:06,222.966,0.668715,0.989828,147.004,149.168,207.213028
A40,1,2016-12-15T17:45:08,219.906,0.677153,0.990252,146.599,148.866,204.1320801
A0E,1,2016-12-15T17:45:10,219.832,0.675043,0.989828,146.525,148.038,203.1183929
A11,1,2016-12-15T17:45:10,221.697,0.675043,0.990668,146.635,150.141,207.2317657
A15,1,2016-12-15T17:45:10,225.466,0.662386,0.991861,148.489,149.475,209.9766693
A0C,1,2016-12-15T17:45:12,219.086,0.683481,0.991075,146.639,149.316,244.5192261
A14,1,2016-12-15T17:45:12,223.824,0.662386,0.989828,145.511,148.398,209.7623291
A17,1,2016-12-15T17:45:12,227.518,0.64551,0.9885,144.106,146.487,205.4142761
A10,1,2016-12-15T17:45:14,0,0,1,0,0,0
A12,1,2016-12-15T17:45:14,222.854,0.668715,0.990252,146.118,149.39,207.8630524
A16,1,2016-12-15T17:45:14,225.988,0.653948,0.9885,145.501,148.254,204.9830627
B22,1,2016-12-15T17:45:33,217.892,0.679262,0.969391,146.182,147.96,506.3511353
B2C,1,2016-12-15T17:45:40,218.974,0.672934,0.970114,144.429,147.742,574.5031128
B39,1,2016-12-15T17:45:41,223.6,0.656058,0.967917,145.037,147.042,69839.96875
B3F,1,2016-12-15T17:45:41,218.601,0.679262,0.972235,147.394,148.512,274.8171692
B24,1,2016-12-15T17:46:25,216.213,0.736219,0.973606,156.204,159.275,890.9116821
B39,1,2016-12-15T17:46:40,224.346,0.656058,0.969391,144.779,146.741,69849.10938
B23,1,2016-12-15T17:46:42,216.772,0.68981,0.971537,146.648,149.39,652.7263794
B33,1,2016-12-15T17:46:45,225.242,0.653948,0.970114,145.2,147.79,445.096283
B2D,1,2016-12-15T17:47:12,219.086,0.675043,0.988952,144.687,147.892,764.7797852
B39,1,2016-12-15T17:47:40,222.63,0.660277,0.988952,144.422,147.041,69858.26563
B37,1,2016-12-15T17:47:56,222.891,0.664496,0.97083,145.02,148.11,518.2668457
A30,1,2016-12-15T17:48:01,217.705,0.675043,0.97083,144.031,147.023,471.0995178
B34,1,2016-12-15T17:48:04,223.861,0.662386,0.975598,147.491,148.307,1279.714844
A2F,1,2016-12-15T17:48:09,217.705,0.679262,0.971537,145.628,148.006,604.9711914
B39,1,2016-12-15T17:48:41,223.6,0.658167,0.968658,144.056,147.166,69867.41406
A05,1,2016-12-15T17:49:02,228.189,0.651839,0.974278,146.967,148.32,718.0827026
B20,1,2016-12-15T17:49:02,218.041,0.683481,0.972235,147.249,149.115,875.8135986
B28,1,2016-12-15T17:49:34,219.235,0.727781,0.991075,157.074,159.916,761.1152954
B39,1,2016-12-15T17:49:38,222.891,0.658167,0.970114,144.195,146.533,69876.5625
B38,1,2016-12-15T17:50:03,223.264,0.668715,0.989828,146.722,149.245,43.22155762
B36,1,2016-12-15T17:50:07,223.787,0.666605,0.989828,146.449,148.649,195.9354553
A1E,1,2016-12-15T17:50:08,225.689,0.653948,0.988952,145.419,147.606,62.63423157
A01,1,2016-12-15T17:50:11,227.107,0.706686,0.990252,157.481,160.316,636.8502197
A0A,1,2016-12-15T17:50:19,227.742,0.653948,0.9885,146.559,149.447,791.7910156
B29,1,2016-12-15T17:50:25,219.272,0.679262,0.990668,147.553,149.405,1370.801758
A1A,1,2016-12-15T17:50:38,227.443,0.708795,0.991075,158.469,161.665,950.1647949
B39,1,2016-12-15T17:50:39,223.973,0.656058,0.989828,144.204,146.963,69885.71875
A04,1,2016-12-15T17:51:00,228.637,0.64551,0.967917,145.223,147.099,684.5176392
B39,1,2016-12-15T17:51:38,222.294,0.660277,0.989828,144.642,146.805,69894.875
A07,1,2016-12-15T17:51:55,228.264,0.653948,0.967917,146.928,149.736,765.7927856
A44,1,2016-12-15T17:51:57,228.339,0.702467,0.969391,157.392,160.381,533.3974609
A32,1,2016-12-15T17:52:14,216.437,0.0611758,0.730344,5.273,13.2415,395.0878906
A0B,1,2016-12-15T17:52:27,226.883,0.656058,0.989394,146.107,148.775,770.4819946
B39,1,2016-12-15T17:52:38,223.264,0.658167,0.989394,144.608,146.969,69904.03906
B1F,1,2016-12-15T17:52:49,217.369,0.746767,0.99224,159.712,162.407,541.8709106
A06,1,2016-12-15T17:52:55,227.965,0.651839,0.9885,145.688,148.704,770.4520874
A43,1,2016-12-15T17:52:58,224.384,0.656058,0.988952,146.114,147.246,569.4737549
A02,1,2016-12-15T17:53:19,227.816,0.713014,0.990252,160.578,162.884,1129.023926
B39,1,2016-12-15T17:53:39,222.63,0.660277,0.970114,145.615,146.94,69913.19531
A18,1,2016-12-15T17:53:46,226.995,0.700357,0.97083,155.937,158.977,1004.117004
A09,1,2016-12-15T17:54:09,227.331,0.658167,0.9885,146.133,149.688,997.4378662
A1D,1,2016-12-15T17:54:16,225.093,0.660277,0.989394,145.898,148.518,622.0704346
B39,1,2016-12-15T17:54:37,225.018,0.653948,0.989394,143.646,147.156,69922.35938
A19,1,2016-12-15T17:54:47,228.003,0.696138,0.990252,155.536,158.713,714.2885132
B25,1,2016-12-15T17:55:03,215.952,0.732,0.974942,154.567,157.952,1413.446777
B39,1,2016-12-15T17:55:38,224.496,0.656058,0.9885,144.321,147.191,69931.52344
B2E,1,2016-12-15T17:55:53,217.742,0.683481,0.991075,146.708,148.911,1059.722168
B39,1,2016-12-15T17:56:36,223.936,0.658167,0.969391,144.589,147.392,69940.6875
B3E,1,2016-12-15T17:56:56,219.235,0.675043,0.972925,146.681,148.43,182.1994171
A31,1,2016-12-15T17:56:58,216.959,0.6877,0.972925,145.874,149.15,676.5742188
B39,1,2016-12-15T17:57:36,223.488,0.658167,0.971537,144.923,147.129,69949.85938
A3A,1,2016-12-15T17:57:54,226.958,0.658167,0.988952,146.813,149.259,874.3436279
A1C,1,2016-12-15T17:57:57,224.757,0.675043,0.989394,148.878,151.676,893.2108154
B26,1,2016-12-15T17:58:33,214.011,0.698248,0.972235,147.776,149.896,1046.758423
B39,1,2016-12-15T17:58:36,221.511,0.664496,0.990252,144.026,147.018,69959.03125
B35,1,2016-12-15T17:58:54,223.376,0.658167,0.988952,145.949,146.566,1269.619629
B2A,1,2016-12-15T17:59:09,218.041,0.685591,0.97083,148.158,149.071,63.74494934
B39,1,2016-12-15T17:59:36,223.414,0.660277,0.988952,144.061,147.491,69968.21094
B27,1,2016-12-15T17:59:45,214.161,0.68981,0.972925,146.58,147.73,250.3794556
A13,1,2016-12-15T17:59:58,221.473,0.672934,0.971537,146.464,149.029,346.0830688
A40,1,2016-12-15T18:00:01,218.414,0.681372,0.972925,146.278,148.844,342.9361572
A15,1,2016-12-15T18:00:02,224.122,0.666605,0.974942,147.289,149.475,349.8180237
A0E,1,2016-12-15T18:00:03,218.153,0.679262,0.972235,145.929,148.636,341.3185425
A11,1,2016-12-15T18:00:04,219.906,0.681372,0.971537,148.645,149.85,347.0307617
A14,1,2016-12-15T18:00:06,223.264,0.666605,0.970114,146.207,148.78,348.5772095
A0C,1,2016-12-15T18:00:07,218.414,0.685591,0.972235,149.036,149.825,384.5058594
A10,1,2016-12-15T18:00:07,0,0,1,0,0,0
A12,1,2016-12-15T18:00:07,221.473,0.672934,0.972235,147.212,149.036,347.1266174
A17,1,2016-12-15T18:00:07,226.995,0.649729,0.968658,145.119,147.072,342.2554016
A16,1,2016-12-15T18:00:08,225.354,0.658167,0.968658,145.51,148.302,343.2232056
B22,1,2016-12-15T18:00:27,215.429,0.68981,0.972235,145.978,148.566,644.6860352
B2C,1,2016-12-15T18:00:33,216.623,0.681372,0.990252,144.85,147.985,711.9101563
B3F,1,2016-12-15T18:00:34,216.735,0.685591,0.991075,146.551,148.888,413.2737732
B39,1,2016-12-15T18:00:36,221.921,0.664496,0.989828,145.18,147.465,69977.39844
B24,1,2016-12-15T18:01:21,215.728,0.738329,0.99224,157.712,159.298,1039.557861
B39,1,2016-12-15T18:01:34,222.929,0.662386,0.989828,145.444,147.584,69986.59375
B23,1,2016-12-15T18:01:35,215.765,0.694029,0.991075,148.367,150.26,792.4973145
B33,1,2016-12-15T18:01:38,223.488,0.660277,0.989828,145.278,148.109,582.7142944
B2D,1,2016-12-15T18:02:05,216.884,0.683481,0.990668,144.826,148.279,902.6513672
B39,1,2016-12-15T18:02:36,222.182,0.664496,0.989394,146.229,147.589,69995.79688
B37,1,2016-12-15T18:02:49,223.115,0.664496,0.989394,146.642,148.747,656.4443359
A30,1,2016-12-15T18:02:55,215.578,0.683481,0.991075,144.293,147.39,608.0722656
B34,1,2016-12-15T18:02:58,223.936,0.662386,0.992972,146.569,148.381,1418.402344
A2F,1,2016-12-15T18:03:03,216.101,0.685591,0.990668,146.272,147.739,742.7659302
B39,1,2016-12-15T18:03:35,222.667,0.664496,0.988952,144.757,147.503,70004.99219
B20,1,2016-12-15T18:03:53,217.183,0.6877,0.991472,146.947,149.362,1014.172913
A05,1,2016-12-15T18:03:56,229.159,0.64762,0.972235,147.819,148.438,856.8849487
B28,1,2016-12-15T18:04:29,218.414,0.732,0.991861,158.726,159.92,910.5079956
B39,1,2016-12-15T18:04:34,222.518,0.662386,0.989828,146.125,147.373,70014.19531
B38,1,2016-12-15T18:04:55,223.302,0.668715,0.97083,148.412,149.777,182.3592529
B36,1,2016-12-15T18:04:58,224.048,0.664496,0.969391,148.081,149.4,334.6348267
A1E,1,2016-12-15T18:05:03,225.578,0.653948,0.9885,146.011,147.571,200.5834656
A01,1,2016-12-15T18:05:04,227.816,0.706686,0.990252,158.405,160.994,787.2019653
A0A,1,2016-12-15T18:05:12,227.779,0.653948,0.9885,147.239,148.936,930.8074341
B29,1,2016-12-15T18:05:15,218.489,0.683481,0.991075,146.797,149.333,7.060004234
A1A,1,2016-12-15T18:05:33,227.07,0.713014,0.990668,160.758,161.981,1101.569946
B39,1,2016-12-15T18:05:35,222.443,0.662386,0.988952,144.985,147.318,70023.39844
A04,1,2016-12-15T18:05:54,228.189,0.64551,0.9885,144.571,147.726,822.1588745
B39,1,2016-12-15T18:06:33,221.847,0.664496,0.970114,144.464,147.46,70032.59375
A07,1,2016-12-15T18:06:50,228.04,0.658167,0.968658,147.025,149.607,905.3361206
A44,1,2016-12-15T18:06:50,227.555,0.704576,0.97083,158.616,160.835,683.5029907
A32,1,2016-12-15T18:07:10,215.019,0.0611758,0.630466,5.208,13.1622,399.9191284
A0B,1,2016-12-15T18:07:21,226.697,0.656058,0.97083,147.548,148.791,909.3318481
B39,1,2016-12-15T18:07:34,221.884,0.666605,0.988952,146.246,147.508,70041.79688
B1F,1,2016-12-15T18:07:40,215.765,0.755205,0.99224,161.75,163.038,693.5065308
A43,1,2016-12-15T18:07:48,224.309,0.658167,0.989394,146.246,147.657,706.847229
A06,1,2016-12-15T18:07:49,228.488,0.651839,0.968658,145.832,148.888,909.5136719
A02,1,2016-12-15T18:08:09,227.518,0.723562,0.971537,164.026,165.062,1281.695557
B39,1,2016-12-15T18:08:33,222.257,0.662386,0.970114,145.369,147.152,70051.00781
A18,1,2016-12-15T18:08:35,227.331,0.702467,0.971537,158.329,159.212,1152.223389
A09,1,2016-12-15T18:09:03,226.846,0.660277,0.98804,148.44,149.867,1137.33606
A1D,1,2016-12-15T18:09:08,225.018,0.660277,0.989394,146.348,149.072,760.5501099
B39,1,2016-12-15T18:09:32,222.294,0.664496,0.989828,146.487,148.169,70060.21094
A19,1,2016-12-15T18:09:40,226.473,0.700357,0.990252,157.159,158.664,862.3543701
B25,1,2016-12-15T18:09:58,215.168,0.734109,0.992611,156.399,158.072,58.96795654
B39,1,2016-12-15T18:10:32,221.25,0.668715,0.97083,146.379,147.877,70069.42188
B2E,1,2016-12-15T18:10:47,216.548,0.685591,0.973606,146.066,148.513,1198.151245
B39,1,2016-12-15T18:11:31,221.511,0.666605,0.989828,145.512,147.61,70078.63281
B3E,1,2016-12-15T18:11:50,217.593,0.681372,0.990668,146.997,148.371,320.5265198
A31,1,2016-12-15T18:11:53,215.28,0.691919,0.991075,147.605,149.052,815.6224976
B39,1,2016-12-15T18:12:33,221.212,0.668715,0.989828,146.788,147.939,70087.85156
A3A,1,2016-12-15T18:12:49,226.622,0.660277,0.969391,147.085,149.669,1014.088257
A1C,1,2016-12-15T18:12:52,224.122,0.677153,0.968658,148.793,152.237,1035.369751
B26,1,2016-12-15T18:13:25,214.795,0.698248,0.991075,146.555,149.954,1185.947998
B39,1,2016-12-15T18:13:32,221.585,0.668715,0.97083,144.971,147.678,70097.07031
B35,1,2016-12-15T18:13:50,222.966,0.660277,0.970114,144.299,147.261,1407.338135
B2A,1,2016-12-15T18:14:04,218.563,0.683481,0.97083,146.356,149.378,203.2138824
B39,1,2016-12-15T18:14:31,222.443,0.664496,0.990252,146.517,148.275,70106.28906
B27,1,2016-12-15T18:14:38,215.243,0.685591,0.972235,145.696,148.009,388.3283386
A13,1,2016-12-15T18:14:49,221.138,0.675043,0.97083,145.987,149.233,485.0501709
A40,1,2016-12-15T18:14:53,218.339,0.683481,0.990252,146.197,148.813,481.9116211
A15,1,2016-12-15T18:14:55,223.675,0.670824,0.99224,147.919,150.066,489.8091431
A0E,1,2016-12-15T18:14:56,217.519,0.683481,0.990668,145.858,148.663,479.815918
A11,1,2016-12-15T18:14:56,219.421,0.683481,0.991075,149.115,150.028,486.9880676
A10,1,2016-12-15T18:14:59,0,0,1,0,0,0
A17,1,2016-12-15T18:14:59,225.689,0.651839,0.989394,145.153,147.028,479.4911499
A0C,1,2016-12-15T18:15:00,217.034,0.691919,0.99224,148.699,150.523,524.8152466
A14,1,2016-12-15T18:15:01,221.66,0.672934,0.990252,146.877,148.8,487.4382019
A12,1,2016-12-15T18:15:02,220.242,0.677153,0.990668,147.797,149.257,486.4513245
A16,1,2016-12-15T18:15:04,224.197,0.660277,0.968658,145.938,148.523,481.5803833
B22,1,2016-12-15T18:15:20,215.765,0.6877,0.97083,145.294,148.357,783.1987305
B2C,1,2016-12-15T18:15:26,217.22,0.679262,0.972925,146.4,147.945,849.5789795
B3F,1,2016-12-15T18:15:26,216.698,0.6877,0.972235,146.945,148.635,551.8323364
B39,1,2016-12-15T18:15:31,221.585,0.668715,0.989828,146.415,148.126,70115.50781
B24,1,2016-12-15T18:16:13,214.832,0.742548,0.992611,156.366,159.461,1188.529175
B23,1,2016-12-15T18:16:28,215.616,0.698248,0.991075,148.749,150.41,932.6864624
B33,1,2016-12-15T18:16:31,223.414,0.662386,0.989394,145.506,148.456,720.6580811
B39,1,2016-12-15T18:16:31,222.481,0.664496,0.989828,145.599,147.88,70124.72656
B2D,1,2016-12-15T18:16:59,216.996,0.685591,0.990668,146.764,148.344,1040.875366
B39,1,2016-12-15T18:17:29,222.369,0.666605,0.989394,144.871,148.193,70133.95313
B37,1,2016-12-15T18:17:43,222.817,0.666605,0.9885,146.968,148.55,794.8422241
A30,1,2016-12-15T18:17:47,215.355,0.685591,0.990252,145.243,147.285,745.2694702
B34,1,2016-12-15T18:17:50,223.302,0.666605,0.99224,145.918,148.344,54.8548317
A2F,1,2016-12-15T18:17:56,215.355,0.6877,0.990252,146.324,148.116,880.7909546
B39,1,2016-12-15T18:18:30,223.6,0.662386,0.989394,146.652,148.121,70143.17969
B20,1,2016-12-15T18:18:42,216.698,0.6877,0.990668,146.041,149.505,1152.524658
A05,1,2016-12-15T18:18:49,228.674,0.64762,0.990252,146.2,148.589,995.8104858
B28,1,2016-12-15T18:19:23,218.041,0.734109,0.991472,158.304,160.526,1060.097534
B39,1,2016-12-15T18:19:29,223.19,0.664496,0.989394,144.529,147.849,70152.39844
B38,1,2016-12-15T18:19:46,223.376,0.670824,0.988952,147.97,149.436,321.6421814
B36,1,2016-12-15T18:19:49,223.749,0.666605,0.989828,147.938,149.662,473.6556702
A1E,1,2016-12-15T18:19:58,225.764,0.653948,0.988952,144.365,147.156,338.4489441
A01,1,2016-12-15T18:19:59,228.003,0.706686,0.990252,159.031,160.678,937.7834473
B29,1,2016-12-15T18:20:03,218.526,0.683481,0.990668,146.931,149.808,145.8678894
A0A,1,2016-12-15T18:20:05,228.45,0.651839,0.98804,147.548,149.419,1069.933716
A1A,1,2016-12-15T18:20:29,226.883,0.717233,0.972235,160.714,162.775,1253.524414
B39,1,2016-12-15T18:20:29,223.04,0.664496,0.969391,144.845,147.763,70161.625
A04,1,2016-12-15T18:20:47,228.935,0.64762,0.98804,146.572,147.803,960.1914673
B39,1,2016-12-15T18:21:28,222.593,0.664496,0.969391,146.448,148.417,70170.85156
A07,1,2016-12-15T18:21:43,229.122,0.653948,0.98757,147.327,149.828,1045.190674
A44,1,2016-12-15T18:21:45,229.309,0.702467,0.989828,159.446,161.062,833.9025879
A32,1,2016-12-15T18:22:07,215.84,0.0611758,0.621213,5.24,13.2063,404.7389832
A0B,1,2016-12-15T18:22:16,228.749,0.651839,0.969391,146.885,149.136,1048.381348
B39,1,2016-12-15T18:22:29,222.817,0.664496,0.97083,145.126,148.018,70180.07813
B1F,1,2016-12-15T18:22:31,216.884,0.750986,0.99224,160.945,162.918,845.3210449
A43,1,2016-12-15T18:22:39,225.279,0.658167,0.98804,145.697,148.3,844.5236206
A06,1,2016-12-15T18:22:44,229.98,0.64762,0.98757,147.356,148.951,1048.684082
A02,1,2016-12-15T18:22:58,228.413,0.727781,0.990668,164.475,166.282,1435.892944
A18,1,2016-12-15T18:23:25,226.995,0.704576,0.989394,158.239,159.948,1300.669922
B39,1,2016-12-15T18:23:29,222.854,0.664496,0.988952,145.714,148.271,70189.30469
A09,1,2016-12-15T18:23:58,227.891,0.660277,0.98757,147.543,149.99,1277.632935
A1D,1,2016-12-15T18:23:59,225.279,0.660277,0.988952,147.373,148.844,899.1949463
B39,1,2016-12-15T18:24:28,222.854,0.664496,0.989394,146.141,148.129,70198.53906
A19,1,2016-12-15T18:24:34,226.1,0.704576,0.990252,157.826,159.348,1010.7005
B25,1,2016-12-15T18:24:53,214.049,0.740438,0.993325,156.838,158.441,207.1076508
B39,1,2016-12-15T18:25:28,222.667,0.664496,0.970114,145.234,148.016,70207.76563
B2E,1,2016-12-15T18:25:41,216.511,0.6877,0.991472,146.248,148.406,1336.823364
B39,1,2016-12-15T18:26:28,222.817,0.664496,0.988952,145.935,148.053,70217
B3E,1,2016-12-15T18:26:44,217.519,0.683481,0.990252,147.321,148.712,458.984375
A31,1,2016-12-15T18:26:46,215.541,0.68981,0.990668,147.405,149.5,954.9143066
B39,1,2016-12-15T18:27:26,222.033,0.668715,0.971537,145.257,148.314,70226.23438
A3A,1,2016-12-15T18:27:43,227.145,0.660277,0.98804,147.695,149.518,1154.084229
A1C,1,2016-12-15T18:27:47,225.018,0.677153,0.990252,149.487,152.307,1177.907593
B26,1,2016-12-15T18:28:15,213.489,0.702467,0.974942,147.698,149.963,1325.329956
B39,1,2016-12-15T18:28:27,222.929,0.664496,0.9885,144.612,148.066,70235.46875
B35,1,2016-12-15T18:28:46,223.414,0.660277,0.988952,144.954,147.632,42.89395905
B2A,1,2016-12-15T18:29:01,216.922,0.6877,0.989394,145.568,149.557,342.8071899
B39,1,2016-12-15T18:29:25,222.108,0.664496,0.988952,146.516,147.982,70244.69531
B27,1,2016-12-15T18:29:33,214.347,0.68981,0.991472,146.666,147.902,526.3684082
A13,1,2016-12-15T18:29:41,220.653,0.679262,0.989394,148.396,149.892,624.1832886
A40,1,2016-12-15T18:29:45,217.22,0.685591,0.990252,148.031,149.311,621.149353
A15,1,2016-12-15T18:29:47,222.593,0.675043,0.99224,147.462,149.821,629.9892578
A0E,1,2016-12-15T18:29:49,216.772,0.685591,0.989828,146.729,148.694,618.6226196
A11,1,2016-12-15T18:29:50,218.489,0.685591,0.990252,147.353,150.28,627.1552124
A10,1,2016-12-15T18:29:53,0,0,1,0,0,0
A0C,1,2016-12-15T18:29:54,217.108,0.694029,0.991472,149.799,150.737,665.6047974
A14,1,2016-12-15T18:29:54,221.884,0.668715,0.988952,145.497,148.876,626.414917
A17,1,2016-12-15T18:29:54,225.727,0.653948,0.98804,144.587,147.589,617.0609741
A12,1,2016-12-15T18:29:56,219.347,0.679262,0.990668,146.847,149.012,625.8753052
A16,1,2016-12-15T18:29:58,224.234,0.660277,0.98804,147.321,148.64,620.0587769
B22,1,2016-12-15T18:30:15,215.765,0.6877,0.990252,144.706,148.303,921.8396606
B2C,1,2016-12-15T18:30:18,216.735,0.681372,0.989828,145.326,147.671,987.4668579
B3F,1,2016-12-15T18:30:18,216.101,0.6877,0.991472,147.143,148.754,690.4696655
B39,1,2016-12-15T18:30:26,222.854,0.664496,0.970114,146.45,148.189,70253.92969
B24,1,2016-12-15T18:31:08,213.564,0.748876,0.992972,158.522,159.926,1337.684814
B23,1,2016-12-15T18:31:23,213.116,0.706686,0.991861,149.329,150.598,1073.111206
B33,1,2016-12-15T18:31:23,223.302,0.664496,0.989394,145.093,148.334,858.7080688
B39,1,2016-12-15T18:31:25,222.593,0.664496,0.990252,146.834,148.3,70263.17188
