NODE_ID, EVENT_TYPE, EVENT_TIME, VOLTAGE, AMPERE, POWER_FACTOR, ACTIVE_POWER, APPARENT_POWER, AMOUNT_OF_ACTIVE_POWER
A0E,1,2016-12-14T14:44:01,228.003,0.0442997,0.213972,1.797,10.5832,1023.28
A32,1,2016-12-14T14:44:07,224.421,0.0442997,0.136048,1.505,10.4157,40.0209
B2D,1,2016-12-14T14:44:08,224.458,0.0464092,0.255014,1.472,9.94721,271.857
A1A,1,2016-12-14T14:44:26,228.525,0.0442997,0.208076,1.776,10.6033,1147.88
B3F,1,2016-12-14T14:44:27,224.458,0.0442997,0.193303,1.515,9.94092,1280.48
B39,1,2016-12-14T14:44:33,227.518,0.0464092,0.249177,1.58,10.0794,61863.8
A11,1,2016-12-14T14:45:07,228.227,0.0464092,0.275369,1.468,10.5932,1275.92
A1E,1,2016-12-14T14:45:20,228.227,0.0464092,0.263752,1.807,10.1097,1103.12
B28,1,2016-12-14T14:45:20,224.682,0.0442997,0.246255,1.437,9.95099,1135.8
A30,1,2016-12-14T14:45:24,224.794,0.0442997,0.335662,1.7,9.95855,44.8951
B39,1,2016-12-14T14:45:32,226.697,0.0442997,0.172548,1.376,10.0442,61863.9
B26,1,2016-12-14T14:45:39,224.719,0.0442997,0.26666,1.704,9.95729,385.488
A2F,1,2016-12-14T14:45:45,224.943,0.0464092,0.272468,1.967,9.96358,114.551
B33,1,2016-12-14T14:45:55,228.488,0.0464092,0.312839,1.841,10.1235,1461.17
B37,1,2016-12-14T14:46:00,227.928,0.0442997,0.22574,1.617,10.5806,23.5851
A05,1,2016-12-14T14:46:22,230.279,0.0464092,0.205125,1.766,10.6864,201.662
B39,1,2016-12-14T14:46:32,228.301,0.0442997,0.335662,1.899,10.597,61864
A01,1,2016-12-14T14:46:52,230.017,0.0464092,0.165364,1.919,10.189,916.461
A0A,1,2016-12-14T14:46:56,230.167,0.0464092,0.109559,1.985,10.6814,239.838
B34,1,2016-12-14T14:47:09,227.518,0.0464092,0.272468,1.981,10.558,736.663
A13,1,2016-12-14T14:47:13,229.271,0.0464092,0.246255,1.67,10.6386,1066.93
A04,1,2016-12-14T14:47:14,229.906,0.0442997,0.298481,1.276,10.184,185.42
B39,1,2016-12-14T14:47:32,226.809,0.0442997,0.228677,1.817,10.5265,61864.1
A07,1,2016-12-14T14:47:36,230.241,0.0442997,0.166604,1.535,10.1991,163.078
A44,1,2016-12-14T14:47:38,230.279,0.0485187,0.175518,1.797,10.6902,841.445
A0B,1,2016-12-14T14:47:54,230.241,0.0464092,0.181453,1.837,10.6852,220.254
A06,1,2016-12-14T14:48:02,229.906,0.0442997,0.292719,1.573,10.184,207.031
B39,1,2016-12-14T14:48:31,228.189,0.0442997,0.419401,1.986,10.1021,61864.2
A09,1,2016-12-14T14:48:39,229.831,0.0442997,0.202172,1.679,10.1814,334.247
B39,1,2016-12-14T14:49:31,226.771,0.0464092,0.168288,1.449,10.0467,61864.3
B25,1,2016-12-14T14:50:25,223.712,0.0464092,0.153654,1.89,10.3829,307.858
A17,1,2016-12-14T14:50:28,228.674,0.0464092,0.109559,1.601,10.6159,716.832
B39,1,2016-12-14T14:50:30,227.667,0.0464092,0.14779,1.322,10.0908,61864.4
B35,1,2016-12-14T14:50:37,227.928,0.0464092,0.191626,1.832,10.0933,712.753
A14,1,2016-12-14T14:50:46,229.085,0.0442997,0.171211,1.515,10.1474,980.238
A0C,1,2016-12-14T14:50:49,228.935,0.0464092,0.127228,1.719,10.1424,1467.49
B38,1,2016-12-14T14:51:01,228.339,0.0464092,0.177052,1.541,10.1147,972.953
B36,1,2016-12-14T14:51:07,226.995,0.0464092,0.243721,1.72,10.534,1121.11
B39,1,2016-12-14T14:51:31,226.436,0.0464092,0.222801,1.724,10.0291,61864.5
A12,1,2016-12-14T14:52:05,228.749,0.0442997,0.275369,1.635,10.1361,947.096
A19,1,2016-12-14T14:52:07,228.637,0.0464092,0.278267,1.834,10.6096,1093.64
B2E,1,2016-12-14T14:52:19,223.973,0.0442997,0.22574,1.641,9.91699,478.946
A1C,1,2016-12-14T14:52:24,228.339,0.0442997,0.260842,1.664,10.5983,65.6484
B2A,1,2016-12-14T14:52:24,223.451,0.0464092,0.33282,1.909,9.89936,917.697
B39,1,2016-12-14T14:52:31,227.779,0.0442997,0.190343,1.568,10.5731,61864.6
A31,1,2016-12-14T14:52:36,222.966,0.0464092,0.301358,1.983,9.87795,51.4725
A3A,1,2016-12-14T14:52:42,229.794,0.0464092,0.272468,1.656,10.665,221.556
A0D,1,2016-12-14T14:53:07,228.152,0.0464092,0.263752,1.638,10.5869,369.058
B3E,1,2016-12-14T14:53:18,223.003,0.0442997,0.138985,1.834,9.87921,1108.22
B39,1,2016-12-14T14:53:30,226.249,0.0442997,0.115453,1.789,10.5026,61864.8
B20,1,2016-12-14T14:53:32,223.19,0.0442997,0.175518,1.643,10.354,354.149
A40,1,2016-12-14T14:53:39,228.413,0.0485187,0.338501,2.005,10.597,1187.63
A43,1,2016-12-14T14:54:04,228.376,0.0464092,0.222801,1.58,10.116,44.4855
B1F,1,2016-12-14T14:54:13,223.675,0.0442997,0.295601,2.111,10.3817,718.633
A16,1,2016-12-14T14:54:19,228.413,0.0485187,0.205125,1.732,10.602,826.478
A1D,1,2016-12-14T14:54:27,228.077,0.0442997,0.312839,1.836,10.5882,44.0512
B39,1,2016-12-14T14:54:29,227.145,0.0442997,0.208076,1.645,10.5441,61864.9
B29,1,2016-12-14T14:54:46,223.824,0.0442997,0.21986,1.801,9.92581,791.7
B39,1,2016-12-14T14:55:29,226.921,0.0464092,0.272468,1.504,10.0568,61865
A15,1,2016-12-14T14:56:16,228.003,0.0464092,0.284056,1.813,10.5857,1331.22
B22,1,2016-12-14T14:56:25,223.152,0.0442997,0.228677,1.423,9.88425,36.2949
B39,1,2016-12-14T14:56:28,228.264,0.0442997,0.292719,1.791,10.1084,61865.1
A02,1,2016-12-14T14:56:32,229.98,0.0464092,0.109559,2.026,10.6701,1133.25
B27,1,2016-12-14T14:56:45,223.563,0.0442997,0.174132,1.336,9.90943,1176.28
B24,1,2016-12-14T14:57:15,223.787,0.0442997,0.166604,1.397,9.91573,1309.96
A18,1,2016-12-14T14:57:16,228.973,0.0485187,0.202172,1.739,11.1108,1348.22
B39,1,2016-12-14T14:57:28,228.935,0.0464092,0.191626,1.873,10.6209,61865.2
B23,1,2016-12-14T14:58:29,222.891,0.0442997,0.196261,1.588,9.87292,61.7925
B39,1,2016-12-14T14:58:29,227.48,0.0442997,0.190343,1.696,10.5567,61865.3
B2C,1,2016-12-14T14:58:33,222.667,0.0421902,0.263752,1.67,9.85906,113.84
A10,1,2016-12-14T14:58:52,228.339,0.0464092,0.272468,1.587,10.5983,1301.92
A0E,1,2016-12-14T14:58:53,228.413,0.0464092,0.257929,1.834,10.6008,1024.85
B2D,1,2016-12-14T14:59:01,222.593,0.0442997,0.275369,1.689,10.3338,273.417
A32,1,2016-12-14T14:59:03,222.593,0.0442997,0.315702,1.686,9.85906,41.6365
B3F,1,2016-12-14T14:59:19,222.705,0.0442997,0.237476,1.8,9.8641,1282.06
A1A,1,2016-12-14T14:59:20,229.047,0.0464092,0.246255,1.653,10.1462,1149.51
B39,1,2016-12-14T14:59:27,229.047,0.0442997,0.199217,1.677,10.6285,61865.4
A11,1,2016-12-14T14:59:59,229.346,0.0464092,0.234545,1.491,10.6449,1277.49
B28,1,2016-12-14T15:00:13,223.749,0.0442997,0.216917,1.594,9.91195,1137.31
A1E,1,2016-12-14T15:00:14,228.189,0.0442997,0.246255,1.635,10.1071,1104.76
A30,1,2016-12-14T15:00:16,223.115,0.0442997,0.231612,1.37,9.88299,46.5269
B39,1,2016-12-14T15:00:27,227.406,0.0442997,0.240404,1.584,10.5517,61865.5
B26,1,2016-12-14T15:00:30,224.272,0.0464092,0.260842,1.903,9.93714,387.095
A2F,1,2016-12-14T15:00:37,224.421,0.0442997,0.205125,1.844,10.4144,116.159
B33,1,2016-12-14T15:00:47,228.6,0.0442997,0.383496,1.924,10.1298,1462.8
B37,1,2016-12-14T15:00:51,229.047,0.0464092,0.234545,1.73,10.1449,25.1528
A05,1,2016-12-14T15:01:15,230.316,0.0442997,0.255014,1.733,10.6927,203.376
B39,1,2016-12-14T15:01:27,228.749,0.0464092,0.243331,1.488,10.1298,61865.6
A01,1,2016-12-14T15:01:46,230.577,0.0464092,0.199217,1.633,10.2129,918.06
A0A,1,2016-12-14T15:01:49,230.503,0.0464092,0.33282,1.846,10.6965,241.434
B34,1,2016-12-14T15:02:02,226.846,0.0442997,0.289834,2.038,10.5252,738.529
A13,1,2016-12-14T15:02:04,229.197,0.0464092,0.272468,1.51,10.6373,1068.53
A04,1,2016-12-14T15:02:08,230.577,0.0442997,0.166604,1.52,10.2167,186.992
B39,1,2016-12-14T15:02:27,227.107,0.0464092,0.243331,1.497,10.0555,61865.7
A07,1,2016-12-14T15:02:30,230.316,0.0442997,0.133109,1.822,10.6915,164.689
A44,1,2016-12-14T15:02:32,230.577,0.0464092,0.185801,1.886,10.7015,843.061
A0B,1,2016-12-14T15:02:48,230.391,0.0464092,0.106611,1.517,10.6927,221.889
A06,1,2016-12-14T15:02:56,230.092,0.0442997,0.177052,1.446,10.1953,208.606
B39,1,2016-12-14T15:03:27,228.488,0.0442997,0.141921,1.331,10.6046,61865.8
A09,1,2016-12-14T15:03:34,230.391,0.0442997,0.202172,1.423,10.2041,335.88
B39,1,2016-12-14T15:04:26,226.809,0.0464092,0.153654,1.643,10.0429,61865.9
B25,1,2016-12-14T15:05:19,223.414,0.0464092,0.14779,1.68,10.3741,309.468
A17,1,2016-12-14T15:05:22,229.271,0.0506282,0.185801,1.706,11.1247,718.423
B39,1,2016-12-14T15:05:25,228.45,0.0442997,0.217751,1.787,10.5995,61866
B35,1,2016-12-14T15:05:33,228.413,0.0442997,0.171211,1.684,10.121,714.358
A14,1,2016-12-14T15:05:40,228.712,0.0464092,0.103662,1.602,10.6146,981.796
A0C,1,2016-12-14T15:05:43,229.047,0.0442997,0.077081,1.524,10.1462,1469.12
B38,1,2016-12-14T15:05:52,228.45,0.0442997,0.118398,1.631,10.1223,974.521
B36,1,2016-12-14T15:05:57,227.742,0.0442997,0.223536,1.585,10.0883,1122.71
B39,1,2016-12-14T15:06:25,226.734,0.0464092,0.272468,1.648,10.5227,61866.1
A12,1,2016-12-14T15:06:58,229.271,0.0442997,0.071166,1.442,10.155,948.688
A19,1,2016-12-14T15:07:00,229.085,0.0442997,0.17997,1.805,10.6323,1095.26
B2E,1,2016-12-14T15:07:13,224.197,0.0442997,0.136048,1.545,10.4106,480.459
A1C,1,2016-12-14T15:07:18,228.189,0.0442997,0.220644,1.698,10.1097,67.2683
B2A,1,2016-12-14T15:07:19,224.384,0.0464092,0.156583,1.578,10.4043,919.292
B39,1,2016-12-14T15:07:24,227.331,0.0442997,0.269565,1.793,10.5492,61866.3
A31,1,2016-12-14T15:07:30,223.563,0.0464092,0.263752,1.808,10.3754,53.0682
A3A,1,2016-12-14T15:07:37,230.055,0.0442997,0.187381,1.636,10.6738,223.158
A0D,1,2016-12-14T15:07:59,228.861,0.0464092,0.258074,1.802,10.6197,370.618
B3E,1,2016-12-14T15:08:12,223.525,0.0442997,0.292719,1.764,9.90566,1109.82
B20,1,2016-12-14T15:08:22,223.227,0.0442997,0.205125,1.727,10.3577,355.725
B39,1,2016-12-14T15:08:24,226.883,0.0442997,0.234545,1.303,10.0555,61866.4
A40,1,2016-12-14T15:08:31,229.421,0.0464092,0.0859483,1.587,10.6449,1189.23
A43,1,2016-12-14T15:08:55,228.488,0.0442997,0.260842,1.986,10.6046,46.0973
B1F,1,2016-12-14T15:09:03,223.675,0.0442997,0.156583,1.845,9.9044,720.194
A16,1,2016-12-14T15:09:15,229.458,0.0464092,0.144856,1.628,11.1347,828.203
A1D,1,2016-12-14T15:09:18,228.712,0.0442997,0.20035,1.951,10.6172,45.6699
B39,1,2016-12-14T15:09:24,227.555,0.0464092,0.188714,1.966,10.082,61866.5
B29,1,2016-12-14T15:09:36,223.675,0.0442997,0.243331,1.879,9.91447,793.325
B39,1,2016-12-14T15:10:23,228.152,0.0464092,0.206158,1.991,10.1071,61866.6
A15,1,2016-12-14T15:11:09,229.309,0.0464092,0.263752,2.07,10.6423,1333.02
B22,1,2016-12-14T15:11:19,222.22,0.0464092,0.243331,1.674,9.84269,37.847
A02,1,2016-12-14T15:11:22,230.092,0.0464092,0.231612,1.488,10.6814,1134.86
B39,1,2016-12-14T15:11:24,227.406,0.0442997,0.26666,1.539,10.0731,61866.7
B27,1,2016-12-14T15:11:38,222.705,0.0442997,0.289834,2.182,9.8704,1177.84
A18,1,2016-12-14T15:12:05,229.607,0.0485187,0.222801,1.5,11.6221,1349.8
B24,1,2016-12-14T15:12:09,223.563,0.0464092,0.327126,1.627,10.3766,1311.52
B39,1,2016-12-14T15:12:24,228.339,0.0464092,0.292719,1.941,10.1134,61866.8
B23,1,2016-12-14T15:13:22,223.525,0.0464092,0.187381,1.58,9.88803,63.4284
B39,1,2016-12-14T15:13:23,228.04,0.0464092,0.216917,1.655,10.1059,61866.9
B2C,1,2016-12-14T15:13:25,223.04,0.0442997,0.281163,1.744,9.87166,115.462
A10,1,2016-12-14T15:13:44,229.644,0.0464092,0.213972,1.772,10.6575,1303.51
A0E,1,2016-12-14T15:13:46,229.532,0.0464092,0.246255,1.687,10.6524,1026.42
B2D,1,2016-12-14T15:13:54,223.115,0.0464092,0.312839,1.507,9.88299,274.973
A32,1,2016-12-14T15:13:59,222.966,0.0464092,0.26666,1.491,10.3527,43.2522
B3F,1,2016-12-14T15:14:12,223.152,0.0442997,0.315702,1.874,10.3565,1283.63
A1A,1,2016-12-14T15:14:16,229.346,0.0442997,0.252096,1.891,10.6449,1151.14
B39,1,2016-12-14T15:14:23,228.115,0.0442997,0.249177,1.496,10.5844,61867
A11,1,2016-12-14T15:14:53,229.607,0.0464092,0.181453,1.313,10.6575,1279.05
B28,1,2016-12-14T15:15:07,223.861,0.0464092,0.307104,1.463,9.91825,1138.82
A1E,1,2016-12-14T15:15:09,228.6,0.0442997,0.272468,1.864,10.1273,1106.39
A30,1,2016-12-14T15:15:10,224.011,0.0464092,0.298481,2.054,10.4018,48.1592
B26,1,2016-12-14T15:15:21,224.085,0.0464092,0.169577,1.541,10.4006,388.695
B39,1,2016-12-14T15:15:22,227.555,0.0442997,0.257929,1.422,10.0832,61867.1
A2F,1,2016-12-14T15:15:31,223.861,0.0442997,0.169577,1.339,9.91573,117.765
B33,1,2016-12-14T15:15:40,227.63,0.0464092,0.286946,1.845,10.0845,1464.41
B37,1,2016-12-14T15:15:45,227.406,0.0442997,0.222801,1.59,10.0731,26.7188
A05,1,2016-12-14T15:16:08,230.391,0.0464092,0.199217,1.517,10.2054,205.085
B39,1,2016-12-14T15:16:22,226.995,0.0442997,0.199217,1.5,10.0517,61867.2
A01,1,2016-12-14T15:16:39,230.428,0.0442997,0.100712,1.67,10.2066,919.652
A0A,1,2016-12-14T15:16:43,230.167,0.0442997,0.100712,1.885,10.6852,243.035
B34,1,2016-12-14T15:16:53,228.786,0.0442997,0.20035,1.975,10.6121,740.389
A13,1,2016-12-14T15:16:54,229.57,0.0442997,0.177052,1.499,10.1701,1070.13
A04,1,2016-12-14T15:17:01,230.129,0.0464092,0.136048,1.402,10.194,188.565
B39,1,2016-12-14T15:17:21,227.779,0.0464092,0.203255,1.845,10.0933,61867.3
A07,1,2016-12-14T15:17:23,230.279,0.0464092,0.182886,1.748,10.6877,166.296
A44,1,2016-12-14T15:17:25,230.279,0.0485187,0.127228,1.619,11.175,844.681
A0B,1,2016-12-14T15:17:43,229.906,0.0464092,0.168288,1.861,10.6701,223.518
A06,1,2016-12-14T15:17:50,230.055,0.0442997,0.144856,1.611,10.6751,210.176
B39,1,2016-12-14T15:18:21,226.809,0.0464092,0.289834,1.658,10.048,61867.4
A09,1,2016-12-14T15:18:28,229.943,0.0442997,0.141921,1.631,10.1852,337.509
B39,1,2016-12-14T15:19:20,227.07,0.0442997,0.188714,1.92,10.0631,61867.5
B25,1,2016-12-14T15:20:12,223.675,0.0464092,0.174132,1.812,10.3804,311.074
A17,1,2016-12-14T15:20:15,228.6,0.0485187,0.171211,1.953,11.0907,720.011
B39,1,2016-12-14T15:20:20,227.145,0.0464092,0.150723,1.583,10.0593,61867.6
B35,1,2016-12-14T15:20:28,227.779,0.0464092,0.284056,1.859,10.5731,715.96
A14,1,2016-12-14T15:20:33,228.637,0.0464092,0.263752,1.585,10.6134,983.352
A0C,1,2016-12-14T15:20:37,228.413,0.0464092,0.237476,2.015,10.6008,1470.75
B38,1,2016-12-14T15:20:42,227.742,0.0464092,0.184418,1.626,10.5706,976.086
B36,1,2016-12-14T15:20:49,228.115,0.0442997,0.14779,1.759,10.1071,1124.3
B39,1,2016-12-14T15:21:21,228.824,0.0464092,0.199217,1.685,10.1361,61867.7
A12,1,2016-12-14T15:21:53,228.973,0.0464092,0.32142,1.562,10.1399,950.278
A19,1,2016-12-14T15:21:53,228.898,0.0485187,0.249177,1.637,10.6285,1096.88
B2E,1,2016-12-14T15:22:06,223.414,0.0464092,0.26666,1.645,10.3666,481.968
A1C,1,2016-12-14T15:22:13,229.01,0.0442997,0.324274,1.808,10.6285,68.8817
B2A,1,2016-12-14T15:22:14,223.973,0.0464092,0.216917,1.603,10.3905,920.88
B39,1,2016-12-14T15:22:20,227.63,0.0464092,0.243331,1.671,10.0832,61867.8
A31,1,2016-12-14T15:22:24,223.6,0.0464092,0.315702,2.036,10.3754,54.6542
A3A,1,2016-12-14T15:22:31,229.906,0.0464092,0.178486,1.701,10.6688,224.749
A0D,1,2016-12-14T15:22:50,228.6,0.0464092,0.246255,1.924,10.6083,372.17
B3E,1,2016-12-14T15:23:05,224.048,0.0442997,0.278267,1.7,10.3993,1111.4
B20,1,2016-12-14T15:23:10,223.824,0.0485187,0.202172,1.502,10.3855,357.297
B39,1,2016-12-14T15:23:19,228.525,0.0464092,0.240404,1.661,10.1235,61867.9
A40,1,2016-12-14T15:23:23,229.085,0.0464092,0.260842,1.499,10.6285,1190.81
A43,1,2016-12-14T15:23:46,228.562,0.0464092,0.169577,1.597,10.6083,47.7026
B1F,1,2016-12-14T15:23:55,224.011,0.0442997,0.243721,1.613,10.3943,721.759
A16,1,2016-12-14T15:24:09,228.413,0.0485187,0.260842,1.866,10.6008,829.922
A1D,1,2016-12-14T15:24:10,228.637,0.0442997,0.21986,1.481,10.1298,47.2824
B39,1,2016-12-14T15:24:20,226.921,0.0442997,0.272468,1.56,10.5328,61868.1
B29,1,2016-12-14T15:24:25,224.122,0.0464092,0.178486,1.934,10.4081,794.943
B39,1,2016-12-14T15:25:19,228.376,0.0442997,0.156583,1.658,10.1197,61868.2
A15,1,2016-12-14T15:26:01,229.047,0.0464092,0.289834,1.813,10.6285,1334.81
A02,1,2016-12-14T15:26:11,229.868,0.0464092,0.14779,1.881,11.1549,1136.45
B22,1,2016-12-14T15:26:13,223.003,0.0442997,0.106611,1.636,10.3489,39.3925
B39,1,2016-12-14T15:26:18,227.406,0.0464092,0.141921,1.432,10.0744,61868.3
B27,1,2016-12-14T15:26:31,223.302,0.0442997,0.162439,1.606,9.88803,1179.39
A18,1,2016-12-14T15:26:55,229.234,0.0506282,0.144856,1.461,11.6045,1351.38
B24,1,2016-12-14T15:27:02,223.414,0.0464092,0.216917,1.378,9.89432,1313.07
B39,1,2016-12-14T15:27:18,228.152,0.0464092,0.211025,1.661,10.5832,61868.4
B23,1,2016-12-14T15:28:15,223.824,0.0464092,0.318562,1.553,9.91447,65.0553
B39,1,2016-12-14T15:28:17,227.257,0.0442997,0.33282,1.643,10.0656,61868.5
B2C,1,2016-12-14T15:28:19,223.824,0.0442997,0.309973,1.578,9.91573,117.078
A10,1,2016-12-14T15:28:36,229.682,0.0464092,0.191626,1.635,10.6612,1305.11
A0E,1,2016-12-14T15:28:38,229.57,0.0464092,0.133109,1.832,11.136,1027.97
B2D,1,2016-12-14T15:28:48,222.518,0.0464092,0.194536,1.658,10.325,276.527
A32,1,2016-12-14T15:28:54,222.854,0.0464092,0.220644,1.528,10.3426,44.866
B3F,1,2016-12-14T15:29:04,223.115,0.0464092,0.255014,1.643,9.88299,1285.2
A1A,1,2016-12-14T15:29:11,229.271,0.0442997,0.188714,1.907,10.1588,1152.76
B39,1,2016-12-14T15:29:17,225.988,0.0442997,0.206158,1.813,10.019,61868.6
A11,1,2016-12-14T15:29:45,229.197,0.0464092,0.169577,1.454,10.1563,1280.61
B28,1,2016-12-14T15:30:01,223.339,0.0442997,0.298481,1.627,10.3628,1140.33
A30,1,2016-12-14T15:30:02,223.115,0.0464092,0.281163,1.569,10.3552,49.7875
A1E,1,2016-12-14T15:30:03,228.786,0.0464092,0.295601,1.651,10.6197,1108.02
B26,1,2016-12-14T15:30:11,223.861,0.0442997,0.284056,1.933,10.3829,390.298
B39,1,2016-12-14T15:30:16,226.846,0.0464092,0.309973,1.565,10.0517,61868.7
A2F,1,2016-12-14T15:30:24,223.414,0.0464092,0.22574,1.578,10.3666,119.368
B33,1,2016-12-14T15:30:31,227.033,0.0464092,0.344171,2.112,10.058,1466.03
B37,1,2016-12-14T15:30:38,226.995,0.0442997,0.202172,1.335,10.053,28.276
A05,1,2016-12-14T15:31:01,230.055,0.0442997,0.21986,1.738,10.6776,206.791
B39,1,2016-12-14T15:31:17,226.436,0.0442997,0.22574,1.558,10.0303,61868.8
A01,1,2016-12-14T15:31:32,229.943,0.0442997,0.22574,1.593,10.6701,921.242
A0A,1,2016-12-14T15:31:36,229.794,0.0464092,0.246255,1.529,10.6625,244.64
A13,1,2016-12-14T15:31:45,229.906,0.0442997,0.237476,1.568,10.184,1071.73
B34,1,2016-12-14T15:31:46,228.45,0.0442997,0.22574,1.987,10.5995,742.244
A04,1,2016-12-14T15:31:56,229.943,0.0442997,0.312839,1.732,10.6688,190.129
A07,1,2016-12-14T15:32:17,229.831,0.0442997,0.228677,1.745,10.1802,167.904
B39,1,2016-12-14T15:32:17,228.227,0.0442997,0.228677,1.577,10.592,61868.9
A44,1,2016-12-14T15:32:19,229.98,0.0464092,0.237476,1.754,10.6738,846.304
A0B,1,2016-12-14T15:32:36,230.129,0.0464092,0.275369,1.817,10.6801,225.147
A06,1,2016-12-14T15:32:45,229.794,0.0442997,0.240404,1.696,10.665,211.744
B39,1,2016-12-14T15:33:16,226.585,0.0442997,0.32142,1.607,10.0366,61869
A09,1,2016-12-14T15:33:23,229.906,0.0442997,0.234545,1.745,10.1877,339.138
B39,1,2016-12-14T15:34:15,228.264,0.0464092,0.292719,1.666,10.1071,61869.1
B25,1,2016-12-14T15:35:07,223.824,0.0464092,0.115453,1.502,9.91699,312.678
A17,1,2016-12-14T15:35:09,229.01,0.0485187,0.187381,1.592,11.1121,721.602
B39,1,2016-12-14T15:35:16,225.466,0.0464092,0.243331,1.781,9.98751,61869.2
B35,1,2016-12-14T15:35:25,225.951,0.0442997,0.275369,1.588,10.0039,717.56
A14,1,2016-12-14T15:35:27,229.085,0.0442997,0.260842,2.167,10.631,984.909
A0C,1,2016-12-14T15:35:30,228.712,0.0464092,0.154697,1.573,10.6121,1472.38
B38,1,2016-12-14T15:35:34,226.063,0.0464092,0.178486,1.593,10.0127,977.647
B36,1,2016-12-14T15:35:39,226.66,0.0464092,0.243331,1.68,10.0354,1125.9
B39,1,2016-12-14T15:36:15,227.667,0.0464092,0.220644,1.758,10.5655,61869.3
A19,1,2016-12-14T15:36:46,228.749,0.0442997,0.14779,1.574,10.1323,1098.5
A12,1,2016-12-14T15:36:47,228.712,0.0464092,0.203255,1.541,10.1323,951.863
B2E,1,2016-12-14T15:37:00,224.607,0.0464092,0.229313,2.007,10.4257,483.478
A1C,1,2016-12-14T15:37:07,228.935,0.0442997,0.232199,1.821,10.1424,70.496
B2A,1,2016-12-14T15:37:09,225.316,0.0464092,0.252096,1.545,10.456,922.47
