NODE_ID, EVENT_TYPE, EVENT_TIME, VOLTAGE, AMPERE, POWER_FACTOR, ACTIVE_POWER, REACTIVE_POWER, APPARENT_POWER, AMOUNT_OF_ACTIVE_POWER, ALS_LEVEL, DIMMING_LEVEL, VIBRATION_X, VIBRATION_Y, VIBRATION_Z, VIBRATION_MAX, NOISE_ORIGIN_DECIBEL, NOISE_ORIGIN_FREQUENCY, NOISE_DECIBEL, NOISE_FREQUENCY, GPS_LONGITUDE, GPS_LATITUDE, GPS_ALTITUDE, GPS_SATELLITE_COUNT
A0E,65,2017-01-06T07:14:04,,,,,,,,,,,,,,,,,,129.041,35.209,113.2,10
A02,65,2017-01-06T07:14:17,,,,,,,,,,,,,,,,,,129.045,35.21,158.6,10
B24,65,2017-01-06T07:14:29,,,,,,,,,,,,,,,,,,129.037,35.212,88.1,6
B26,1,2017-01-06T07:14:38,216.511,0.68981,0.991075,146.434,5410000,149.377,160.1681213,,,,,,,,,,,,,,
B39,1,2017-01-06T07:14:39,222.22,0.668715,0.989828,145.722,5410000,148.464,7602.038574,,,,,,,,,,,,,,
B24,65,2017-01-06T07:14:40,,,,,,,,,,,,,,,,,,129.037,35.212,87.2,7
B1F,1,2017-01-06T07:14:56,218.451,0.706686,0.991075,151.406,5410000,154.428,431.7843628,,,,,,,,,,,,,,
A1D,65,2017-01-06T07:14:57,,,,,,,,,,,,,,,,,,129.038,35.2103,82.3,8
A43,1,2017-01-06T07:15:00,223.302,0.662386,0.989394,145.964,5410000,147.943,80.02420807,,,,,,,,,,,,,,
A13,1,2017-01-06T07:15:01,215.093,0.68981,0.991472,146.089,5410000,147.958,86.22473907,,,,,,,,,,,,,,
B1F,33,2017-01-06T07:15:03,,,,,,,,,,0,252,65,252,,,,,,,,
B23,65,2017-01-06T07:15:03,,,,,,,,,,,,,,,,,,129.037,35.212,105.1,6
B36,1,2017-01-06T07:15:08,222.593,0.672934,0.972235,148.24,5410000,149.809,171.8753357,,,,,,,,,,,,,,
B38,1,2017-01-06T07:15:08,221.884,0.675043,0.97083,147.001,5410000,149.775,166.9395142,,,,,,,,,,,,,,
A2F,33,2017-01-06T07:15:10,,,,,,,,,,2,240,64,240,,,,,,,,
B1F,49,2017-01-06T07:15:32,,,,,,,,,,,,,,15,28,1.5,2800,,,,
A1D,1,2017-01-06T07:15:33,223.936,0.664496,0.970114,146.163,5410000,148.779,118.4149246,,,,,,,,,,,,,,
B39,1,2017-01-06T07:15:38,222.145,0.668715,0.971537,145.722,5410000,148.54,7611.286621,,,,,,,,,,,,,,
B1F,33,2017-01-06T07:15:38,,,,,,,,,,254,247,64,254,,,,,,,,
A02,65,2017-01-06T07:15:39,,,,,,,,,,,,,,,,,,129.045,35.21,162,10
B25,49,2017-01-06T07:15:54,,,,,,,,,,,,,,14,100,1.4,10000,,,,
A40,1,2017-01-06T07:15:55,210.84,0.708795,0.99224,148.727,5410000,149.115,157.7570343,,,,,,,,,,,,,,
B26,49,2017-01-06T07:15:56,,,,,,,,,,,,,,10,50,1,5000,,,,
B33,1,2017-01-06T07:16:03,222.742,0.666605,0.989394,147.002,5410000,148.586,105.4145737,,,,,,,,,,,,,,
A0E,65,2017-01-06T07:16:03,,,,,,,,,,,,,,,,,,129.041,35.209,111.7,10
A3B,1,2017-01-06T07:16:07,211.4,0.757314,0.993325,157.856,5410000,160.073,8242.854492,,,,,,,,,,,,,,
B34,1,2017-01-06T07:16:07,223.115,0.666605,0.9885,145.923,5410000,149.194,114.1922684,,,,,,,,,,,,,,
B3F,1,2017-01-06T07:16:11,218.75,0.740438,0.992611,159.694,5410000,161.854,823.4202271,,,,,,,,,,,,,,
A15,1,2017-01-06T07:16:20,218.601,0.685591,0.990252,147.621,5410000,149.385,162.1916199,,,,,,,,,,,,,,
B37,1,2017-01-06T07:16:33,222.033,0.668715,0.989394,147.356,5410000,148.5,121.4223099,,,,,,,,,,,,,,
B2C,1,2017-01-06T07:16:37,219.235,0.677153,0.993325,146.555,5410000,148.48,142.2707367,,,,,,,,,,,,,,
B39,1,2017-01-06T07:16:38,221.287,0.670824,0.990668,147.127,5410000,148.482,7620.536133,,,,,,,,,,,,,,
A0E,1,2017-01-06T07:16:40,211.586,0.702467,0.991861,147.14,5410000,148.415,122.4142685,,,,,,,,,,,,,,
A11,1,2017-01-06T07:16:50,213.041,0.702467,0.991075,148.31,5410000,149.217,187.8507538,,,,,,,,,,,,,,
A2F,1,2017-01-06T07:16:51,217.22,0.683481,0.990668,146.726,5410000,148.454,111.9719009,,,,,,,,,,,,,,
A30,1,2017-01-06T07:16:55,217.332,0.727781,0.991861,155.954,5410000,158.21,686.8123169,,,,,,,,,,,,,,
A09,49,2017-01-06T07:16:55,,,,,,,,,,,,,,7,66,0.7,6600,,,,
A19,1,2017-01-06T07:16:58,220.541,0.677153,0.989828,147.791,5410000,149.415,120.4737244,,,,,,,,,,,,,,
A05,1,2017-01-06T07:17:00,221.772,0.666605,0.9885,146.338,5410000,148.276,105.9615402,,,,,,,,,,,,,,
B27,1,2017-01-06T07:17:01,216.213,0.683481,0.990252,145.472,5410000,148.317,103.0856781,,,,,,,,,,,,,,
B23,1,2017-01-06T07:17:08,216.399,0.694029,0.990668,148.356,5410000,150.232,221.4730682,,,,,,,,,,,,,,
B23,65,2017-01-06T07:17:10,,,,,,,,,,,,,,,,,,129.037,35.212,97.8,8
B2D,1,2017-01-06T07:17:12,217.22,0.683481,0.991075,145.916,5410000,148.503,127.7498856,,,,,,,,,,,,,,
A01,1,2017-01-06T07:17:20,220.354,0.738329,0.990668,162.022,5410000,163.22,873.9199219,,,,,,,,,,,,,,
B2E,1,2017-01-06T07:17:25,217.854,0.6877,0.991075,147.858,5410000,150.296,200.5423584,,,,,,,,,,,,,,
A0A,1,2017-01-06T07:17:26,220.988,0.677153,0.989828,147.873,5410000,149.163,177.7776337,,,,,,,,,,,,,,
B3E,1,2017-01-06T07:17:27,219.235,0.677153,0.990252,147.077,5410000,148.575,140.8627472,,,,,,,,,,,,,,
A17,1,2017-01-06T07:17:33,220.168,0.672934,0.989828,146.36,5410000,147.763,77.47110748,,,,,,,,,,,,,,
A40,65,2017-01-06T07:17:33,,,,,,,,,,,,,,,,,,129.041,35.209,113.9,10
A04,1,2017-01-06T07:17:35,221.324,0.670824,0.989828,147.317,5410000,148.021,100.9314575,,,,,,,,,,,,,,
B24,1,2017-01-06T07:17:35,216.474,0.740438,0.991861,157.901,5410000,160.687,807.4431152,,,,,,,,,,,,,,
A14,1,2017-01-06T07:17:36,216.138,0.685591,0.991075,147.178,5410000,148.631,129.8634186,,,,,,,,,,,,,,
B39,1,2017-01-06T07:17:37,222.108,0.668715,0.989394,146.423,5410000,148.557,7629.789063,,,,,,,,,,,,,,
A0C,1,2017-01-06T07:17:38,210.803,0.715124,0.992611,148.357,5410000,150.849,249.4302063,,,,,,,,,,,,,,
B22,1,2017-01-06T07:17:40,0,0,1,0,0,0,0,,,,,,,,,,,,,,
B28,1,2017-01-06T07:17:41,219.533,0.675043,0.989394,145.405,5410000,148.149,116.9830627,,,,,,,,,,,,,,
A07,1,2017-01-06T07:17:46,221.362,0.679262,0.988952,148.313,5410000,149.889,216.9992981,,,,,,,,,,,,,,
A45,1,2017-01-06T07:17:46,212.034,0.704576,0.991075,147.496,5410000,149.038,7687.689941,,,,,,,,,,,,,,
A44,1,2017-01-06T07:17:47,221.436,0.719343,0.989828,156.624,5410000,159.71,669.7833862,,,,,,,,,,,,,,
A12,1,2017-01-06T07:17:53,214.198,0.691919,0.991861,145.243,5410000,148.115,130.4739227,,,,,,,,,,,,,,
A31,1,2017-01-06T07:17:53,0,0,1,0,0,0,0,,,,,,,,,,,,,,
B25,1,2017-01-06T07:17:55,216.287,0.736219,0.991472,158.312,5410000,159.255,699.8867188,,,,,,,,,,,,,,
A0B,1,2017-01-06T07:17:59,220.429,0.713014,0.991861,155.636,5410000,157.64,677.8471069,,,,,,,,,,,,,,
A1E,1,2017-01-06T07:18:03,224.719,0.656058,0.989394,144.33,5410000,147.307,72.30010223,,,,,,,,,,,,,,
A0E,65,2017-01-06T07:18:03,,,,,,,,,,,,,,,,,,129.041,35.209,112.6,10
A06,1,2017-01-06T07:18:08,221.697,0.670824,0.989394,146.178,5410000,148.764,156.7540131,,,,,,,,,,,,,,
A0E,65,2017-01-06T07:18:12,,,,,,,,,,,,,,,,,,129.041,35.209,112.6,10
A16,1,2017-01-06T07:18:13,219.571,0.670824,0.9885,145.238,5410000,147.244,74.16439819,,,,,,,,,,,,,,
A3A,1,2017-01-06T07:18:16,221.175,0.677153,0.988952,148.552,5410000,149.82,202.7214508,,,,,,,,,,,,,,
A1C,1,2017-01-06T07:18:26,223.227,0.685591,0.990252,150.105,5410000,152.528,356.8459167,,,,,,,,,,,,,,
A09,1,2017-01-06T07:18:27,220.541,0.681372,0.989394,147.167,5410000,149.81,194.140625,,,,,,,,,,,,,,
B39,1,2017-01-06T07:18:37,221.921,0.668715,0.9885,146.661,5410000,148.419,7639.042969,,,,,,,,,,,,,,
A1A,1,2017-01-06T07:18:43,220.018,0.6877,0.990668,150.411,5410000,151.394,779.2948608,,,,,,,,,,,,,,
A1A,33,2017-01-06T07:18:52,,,,,,,,,,2,242,62,242,,,,,,,,
B24,65,2017-01-06T07:19:02,,,,,,,,,,,,,,,,,,129.037,35.212,103.8,7
B2A,1,2017-01-06T07:19:03,219.794,0.681372,0.988952,146.776,5410000,149.832,196.6695557,,,,,,,,,,,,,,
B1F,65,2017-01-06T07:19:04,,,,,,,,,,,,,,,,,,129.038,35.2112,51.6,5
A0A,49,2017-01-06T07:19:08,,,,,,,,,,,,,,6,66,0.6,6600,,,,
B23,65,2017-01-06T07:19:19,,,,,,,,,,,,,,,,,,129.037,35.212,93.3,6
B39,1,2017-01-06T07:19:37,222.406,0.666605,0.989394,146.185,5410000,148.731,7648.29834,,,,,,,,,,,,,,
A32,1,2017-01-06T07:19:42,216.325,0.744657,0.991472,160.329,5410000,161.085,775.0197144,,,,,,,,,,,,,,
B35,1,2017-01-06T07:19:49,223.339,0.664496,0.990668,146.88,5410000,147.868,110.450119,,,,,,,,,,,,,,
A2F,1,2017-01-06T17:39:21,215.765,0.700357,0.991472,148.269,5410000,151.243,3.294326067,,,,,,,,,,,,,,
A30,1,2017-01-06T17:39:21,215.466,0.738329,0.994644,157.132,5410000,159.236,3.538734198,,,,,,,,,,,,,,
A31,1,2017-01-06T17:39:21,215.093,0.746767,0.991472,158.853,5410000,160.75,3.495666981,,,,,,,,,,,,,,
B22,1,2017-01-06T17:39:21,216.325,0.748876,0.991472,159.757,5410000,161.698,3.47412324,,,,,,,,,,,,,,
B23,1,2017-01-06T17:39:21,341.314,1.11382,0.989828,374.654,5410000,380.515,8.208593369,,,,,,,,,,,,,,
B24,1,2017-01-06T17:39:21,215.28,0.750986,0.99224,158.693,5410000,161.775,3.566548109,,,,,,,,,,,,,,
B27,1,2017-01-06T17:39:21,215.131,0.702467,0.991075,147.509,5410000,150.81,3.303248167,,,,,,,,,,,,,,
B28,1,2017-01-06T17:39:21,218.302,0.685591,0.990252,147.346,5410000,150.233,3.347150326,,,,,,,,,,,,,,
B2C,1,2017-01-06T17:39:21,217.407,0.691919,0.990668,148.401,5410000,150.601,3.289174318,,,,,,,,,,,,,,
B2D,1,2017-01-06T17:39:21,216.735,0.694029,0.990252,148.691,5410000,150.568,3.214221716,,,,,,,,,,,,,,
B2E,1,2017-01-06T17:39:21,216.287,0.700357,0.990668,148.007,5410000,151.131,3.283020496,,,,,,,,,,,,,,
B3E,1,2017-01-06T17:39:21,218.153,0.694029,0.989828,148.723,5410000,151.527,3.310134172,,,,,,,,,,,,,,
B3F,1,2017-01-06T17:39:21,217.407,0.746767,0.99224,159.75,5410000,162.067,3.484737396,,,,,,,,,,,,,,
A3A,1,2017-01-06T17:39:25,0,0,1,0,0,0,0,,,,,,,,,,,,,,
A04,1,2017-01-06T17:39:26,0,0,1,0,0,0,0,,,,,,,,,,,,,,
A32,33,2017-01-06T17:39:35,,,,,,,,,,1,225,57,225,,,,,,,,
A02,65,2017-01-06T17:39:43,,,,,,,,,,,,,,,,,,129.045,35.2099,132,4
A1E,65,2017-01-06T17:39:54,,,,,,,,,,,,,,,,,,129.038,35.2105,98.4,5
A13,65,2017-01-06T17:39:56,,,,,,,,,,,,,,,,,,129.04,35.2089,104.1,10
A1C,65,2017-01-06T17:39:58,,,,,,,,,,,,,,,,,,129.038,35.21,96.1,6
A44,65,2017-01-06T17:40:03,,,,,,,,,,,,,,,,,,129.043,35.2092,139.7,8
A0B,65,2017-01-06T17:40:04,,,,,,,,,,,,,,,,,,129.042,35.2091,125.3,9
A01,65,2017-01-06T17:40:05,,,,,,,,,,,,,,,,,,129.045,35.2101,158.9,8
A1E,65,2017-01-06T17:40:05,,,,,,,,,,,,,,,,,,129.038,35.2105,106.1,6
A07,65,2017-01-06T17:40:09,,,,,,,,,,,,,,,,,,129.044,35.2094,134.2,8
A06,65,2017-01-06T17:40:11,,,,,,,,,,,,,,,,,,129.044,35.2095,144.5,8
B20,33,2017-01-06T17:40:13,,,,,,,,,,3,241,63,241,,,,,,,,
A09,65,2017-01-06T17:40:15,,,,,,,,,,,,,,,,,,129.043,35.2092,118.7,9
A18,65,2017-01-06T17:40:30,,,,,,,,,,,,,,,,,,129.039,35.2093,74.6,5
B20,65,2017-01-06T17:40:34,,,,,,,,,,,,,,,,,,129.038,35.2114,84.1,8
B29,65,2017-01-06T17:40:36,,,,,,,,,,,,,,,,,,129.037,35.2118,87.9,7
B25,65,2017-01-06T17:40:41,,,,,,,,,,,,,,,,,,129.036,35.2122,104.9,8
B26,65,2017-01-06T17:40:44,,,,,,,,,,,,,,,,,,129.036,35.2125,106.2,7
B36,65,2017-01-06T17:40:48,,,,,,,,,,,,,,,,,,129.039,35.2119,91.5,9
B38,65,2017-01-06T17:40:48,,,,,,,,,,,,,,,,,,129.039,35.2119,91.8,9
A40,65,2017-01-06T17:40:56,,,,,,,,,,,,,,,,,,129.041,35.209,107.6,9
A15,65,2017-01-06T17:41:02,,,,,,,,,,,,,,,,,,129.039,35.2089,98,6
A3B,65,2017-01-06T17:41:02,,,,,,,,,,,,,,,,,,129.042,35.209,125.6,8
B33,65,2017-01-06T17:41:02,,,,,,,,,,,,,,,,,,129.038,35.2118,109.6,6
A0E,65,2017-01-06T17:41:03,,,,,,,,,,,,,,,,,,129.041,35.209,110.3,10
B34,65,2017-01-06T17:41:03,,,,,,,,,,,,,,,,,,129.038,35.2119,92.5,12
B37,65,2017-01-06T17:41:08,,,,,,,,,,,,,,,,,,129.039,35.2119,89.2,7
B3F,65,2017-01-06T17:41:09,,,,,,,,,,,,,,,,,,129.038,35.2116,75.3,9
A19,65,2017-01-06T17:41:12,,,,,,,,,,,,,,,,,,129.038,35.2094,77.7,10
A43,65,2017-01-06T17:41:20,,,,,,,,,,,,,,,,,,129.038,35.2097,83.4,5
B2C,65,2017-01-06T17:41:21,,,,,,,,,,,,,,,,,,129.038,35.2112,77.3,7
B2D,65,2017-01-06T17:41:22,,,,,,,,,,,,,,,,,,129.038,35.2109,84.3,11
A0C,65,2017-01-06T17:41:24,,,,,,,,,,,,,,,,,,129.042,35.2091,110.5,11
A2F,65,2017-01-06T17:41:24,,,,,,,,,,,,,,,,,,129.038,35.2105,84.7,4
A14,65,2017-01-06T17:41:25,,,,,,,,,,,,,,,,,,129.04,35.2088,100.3,12
B39,65,2017-01-06T17:41:25,,,,,,,,,,,,,,,,,,129.04,35.2119,99.4,8
B23,65,2017-01-06T17:41:26,,,,,,,,,,,,,,,,,,129.037,35.2119,98.7,7
A17,65,2017-01-06T17:41:29,,,,,,,,,,,,,,,,,,129.039,35.2093,91,11
B2E,65,2017-01-06T17:41:32,,,,,,,,,,,,,,,,,,129.038,35.2107,73.9,9
A45,65,2017-01-06T17:41:33,,,,,,,,,,,,,,,,,,129.041,35.2089,105.2,11
A30,65,2017-01-06T17:41:35,,,,,,,,,,,,,,,,,,129.038,35.2103,79.6,11
A04,65,2017-01-06T17:41:36,,,,,,,,,,,,,,,,,,129.044,35.2097,145.4,11
B3E,65,2017-01-06T17:41:36,,,,,,,,,,,,,,,,,,129.038,35.2113,89.5,11
A12,65,2017-01-06T17:41:41,,,,,,,,,,,,,,,,,,129.04,35.2089,102.1,12
B22,65,2017-01-06T17:41:41,,,,,,,,,,,,,,,,,,129.037,35.2119,98.8,8
B24,65,2017-01-06T17:41:44,,,,,,,,,,,,,,,,,,129.037,35.212,96.5,6
B28,65,2017-01-06T17:41:46,,,,,,,,,,,,,,,,,,129.037,35.2119,93.5,10
A31,65,2017-01-06T17:41:49,,,,,,,,,,,,,,,,,,129.038,35.21,80.4,8
A3A,65,2017-01-06T17:42:00,,,,,,,,,,,,,,,,,,129.045,35.2099,149.1,8
A1A,65,2017-01-06T17:42:08,,,,,,,,,,,,,,,,,,129.038,35.2094,63.9,6
A05,65,2017-01-06T17:42:16,,,,,,,,,,,,,,,,,,129.044,35.2097,125.8,4
B39,1,2017-01-06T17:42:26,220.242,0.675043,0.989828,145.444,5410000,148.264,31.10362053,,,,,,,,,,,,,,
B2A,65,2017-01-06T17:42:32,,,,,,,,,,,,,,,,,,129.037,35.2116,90.4,8
B1F,65,2017-01-06T17:42:35,,,,,,,,,,,,,,,,,,129.038,35.2111,69.1,4
A40,65,2017-01-06T17:42:48,,,,,,,,,,,,,,,,,,129.041,35.209,105.5,11
B35,65,2017-01-06T17:43:11,,,,,,,,,,,,,,,,,,129.038,35.2119,82.5,9
A1D,65,2017-01-06T17:43:13,,,,,,,,,,,,,,,,,,129.038,35.2104,64.5,8
A32,65,2017-01-06T17:43:13,,,,,,,,,,,,,,,,,,129.038,35.2098,85.6,9
A0E,65,2017-01-06T17:43:21,,,,,,,,,,,,,,,,,,129.041,35.209,116.3,10
B39,1,2017-01-06T17:43:25,222.891,0.664496,0.989394,146.362,5410000,147.628,40.33758163,,,,,,,,,,,,,,
A11,65,2017-01-06T17:43:25,,,,,,,,,,,,,,,,,,129.04,35.2089,99.9,11
A3A,49,2017-01-06T17:43:33,,,,,,,,,,,,,,19,20,1.9,2000,,,,
B27,65,2017-01-06T17:43:39,,,,,,,,,,,,,,,,,,129.036,35.212,92,6
A3A,49,2017-01-06T17:43:40,,,,,,,,,,,,,,10,33,1,3300,,,,
B24,65,2017-01-06T17:44:13,,,,,,,,,,,,,,,,,,129.037,35.212,94.5,7
B39,1,2017-01-06T17:44:25,221.212,0.668715,0.990668,147.144,5410000,147.511,49.5545845,,,,,,,,,,,,,,
B24,65,2017-01-06T17:44:29,,,,,,,,,,,,,,,,,,129.037,35.212,92.7,8
A30,33,2017-01-06T17:44:32,,,,,,,,,,7,15,64,64,,,,,,,,
A1C,33,2017-01-06T17:44:37,,,,,,,,,,1,241,63,241,,,,,,,,
A31,49,2017-01-06T17:44:37,,,,,,,,,,,,,,17,25,1.7,2500,,,,
A2F,33,2017-01-06T17:44:42,,,,,,,,,,255,242,62,255,,,,,,,,
A1C,33,2017-01-06T17:45:08,,,,,,,,,,3,233,63,233,,,,,,,,
A1E,65,2017-01-06T17:45:12,,,,,,,,,,,,,,,,,,129.038,35.2107,103.7,9
B1F,33,2017-01-06T17:45:21,,,,,,,,,,253,252,64,253,,,,,,,,
B39,1,2017-01-06T17:45:24,219.645,0.670824,0.970114,145.94,5410000,147.624,58.76225662,,,,,,,,,,,,,,
B24,49,2017-01-06T17:46:03,,,,,,,,,,,,,,12,100,1.2,10000,,,,
B25,33,2017-01-06T17:46:05,,,,,,,,,,247,21,60,247,,,,,,,,
B27,49,2017-01-06T17:46:05,,,,,,,,,,,,,,10,100,1,10000,,,,
B25,49,2017-01-06T17:46:07,,,,,,,,,,,,,,13,33,1.3,3300,,,,
B25,33,2017-01-06T17:46:09,,,,,,,,,,251,25,60,251,,,,,,,,
B25,49,2017-01-06T17:46:11,,,,,,,,,,,,,,13,66,1.3,6600,,,,
B26,49,2017-01-06T17:46:11,,,,,,,,,,,,,,15,50,1.5,5000,,,,
B26,49,2017-01-06T17:46:15,,,,,,,,,,,,,,16,28,1.6,2800,,,,
B26,49,2017-01-06T17:46:22,,,,,,,,,,,,,,16,66,1.6,6600,,,,
B39,1,2017-01-06T17:46:24,221.921,0.664496,0.989828,144.197,5410000,147.496,67.95601654,,,,,,,,,,,,,,
B1F,33,2017-01-06T17:46:24,,,,,,,,,,255,247,61,255,,,,,,,,
B24,65,2017-01-06T17:46:42,,,,,,,,,,,,,,,,,,129.037,35.212,98,7
B24,65,2017-01-06T17:46:55,,,,,,,,,,,,,,,,,,129.037,35.212,100,7
A32,33,2017-01-06T17:47:06,,,,,,,,,,255,230,59,255,,,,,,,,
B39,1,2017-01-06T17:47:23,220.727,0.666605,0.990668,144.359,5410000,147.144,77.14232636,,,,,,,,,,,,,,
B39,1,2017-01-06T17:48:23,221.996,0.662386,0.970114,143.351,5410000,146.64,86.31626129,,,,,,,,,,,,,,
B39,1,2017-01-06T17:49:23,220.429,0.666605,0.989394,145.168,5410000,146.876,95.48468018,,,,,,,,,,,,,,
B39,1,2017-01-06T17:50:23,222.443,0.662386,0.989828,145.214,5410000,146.843,104.6478119,,,,,,,,,,,,,,
B1F,33,2017-01-06T17:51:21,,,,,,,,,,255,234,63,255,,,,,,,,
B39,1,2017-01-06T17:51:22,221.623,0.664496,0.989394,144.684,5410000,146.837,113.8038712,,,,,,,,,,,,,,
B24,65,2017-01-06T17:51:30,,,,,,,,,,,,,,,,,,129.037,35.212,96.3,7
B24,65,2017-01-06T17:51:33,,,,,,,,,,,,,,,,,,129.037,35.212,96.4,7
B26,49,2017-01-06T17:51:45,,,,,,,,,,,,,,12,25,1.2,2500,,,,
B1F,33,2017-01-06T17:52:01,,,,,,,,,,0,248,62,248,,,,,,,,
B39,1,2017-01-06T17:52:23,222.481,0.660277,0.969391,144.132,5410000,146.867,122.9582138,,,,,,,,,,,,,,
B39,1,2017-01-06T17:53:22,221.324,0.662386,0.970114,143.472,5410000,146.695,132.105545,,,,,,,,,,,,,,
B24,65,2017-01-06T17:53:53,,,,,,,,,,,,,,,,,,129.036,35.2119,92.7,7
B20,1,2017-01-06T17:54:15,412.166,97.78,0.894674,676.689,507.056,41718,89.43659973,,,,,,,,,,,,,,
B26,1,2017-01-06T17:54:15,214.31,0.696138,0.991472,147.31,5410000,148.867,143.1055298,,,,,,,,,,,,,,
B29,1,2017-01-06T17:54:15,217.705,0.740438,0.99224,159.291,5410000,161.197,153.4163208,,,,,,,,,,,,,,
A18,1,2017-01-06T17:54:17,223.003,0.662386,0.9885,145.172,5410000,147.868,141.0721893,,,,,,,,,,,,,,
A1D,1,2017-01-06T17:54:17,223.19,0.666605,0.989394,145.623,5410000,148.847,142.8781891,,,,,,,,,,,,,,
A43,1,2017-01-06T17:54:17,222.481,0.660277,0.989394,145.614,5410000,146.817,140.8684082,,,,,,,,,,,,,,
B1F,1,2017-01-06T17:54:17,216.586,0.706686,0.991075,152.052,5410000,153,145.8690796,,,,,,,,,,,,,,
B2C,1,2017-01-06T17:54:18,216.548,0.681372,0.989828,144.963,5410000,147.677,141.3511505,,,,,,,,,,,,,,
B36,1,2017-01-06T17:54:18,221.287,0.672934,0.989828,147.069,5410000,148.289,142.4031372,,,,,,,,,,,,,,
B37,1,2017-01-06T17:54:18,220.615,0.670824,0.989394,144.792,5410000,147.423,142.085968,,,,,,,,,,,,,,
B38,1,2017-01-06T17:54:18,220.503,0.677153,0.991075,146.686,5410000,149.141,143.39505,,,,,,,,,,,,,,
B3F,1,2017-01-06T17:54:18,216.362,0.744657,0.99224,157.885,5410000,160.755,154.032486,,,,,,,,,,,,,,
A02,1,2017-01-06T17:54:19,224.645,0.670824,0.98804,147.906,5410000,150.752,144.3871765,,,,,,,,,,,,,,
A30,1,2017-01-06T17:54:19,214.72,0.738329,0.994644,156.243,5410000,158.382,151.9331207,,,,,,,,,,,,,,
B23,1,2017-01-06T17:54:19,342.247,1.11171,0.990252,372.223,5410000,381.077,361.7015076,,,,,,,,,,,,,,
B24,1,2017-01-06T17:54:19,214.31,0.740438,0.991861,155.845,5410000,158.779,152.6385956,,,,,,,,,,,,,,
B27,1,2017-01-06T17:54:19,214.459,0.6877,0.989828,146.054,5410000,147.347,141.5860748,,,,,,,,,,,,,,
B2D,1,2017-01-06T17:54:19,215.616,0.683481,0.990252,145.183,5410000,147.389,141.3960266,,,,,,,,,,,,,,
B2E,1,2017-01-06T17:54:19,215.317,0.691919,0.990252,147.763,5410000,149.096,142.8970947,,,,,,,,,,,,,,
B33,1,2017-01-06T17:54:19,221.25,0.666605,0.989828,146.232,5410000,147.852,141.3855286,,,,,,,,,,,,,,
B34,1,2017-01-06T17:54:19,221.175,0.670824,0.989394,145.054,5410000,147.951,142.3843536,,,,,,,,,,,,,,
B3E,1,2017-01-06T17:54:19,217.369,0.681372,0.989828,146.255,5410000,148.523,142.3565521,,,,,,,,,,,,,,
A11,1,2017-01-06T17:54:20,215.765,0.68981,0.991075,147.075,5410000,148.964,143.0897522,,,,,,,,,,,,,,
A15,1,2017-01-06T17:54:20,220.317,0.675043,0.989394,146.714,5410000,149.289,142.9584351,,,,,,,,,,,,,,
A19,1,2017-01-06T17:54:20,222.929,0.664496,0.9885,144.735,5410000,147.739,141.8907623,,,,,,,,,,,,,,
A1E,1,2017-01-06T17:54:20,223.6,0.660277,0.98804,145.05,5410000,147.221,142.3521118,,,,,,,,,,,,,,
A2F,1,2017-01-06T17:54:20,215.056,0.6877,0.990668,146.235,5410000,147.489,141.83255,,,,,,,,,,,,,,
A3B,1,2017-01-06T17:54:20,213.414,0.750986,0.99224,157.755,5410000,160.111,153.413269,,,,,,,,,,,,,,
A40,1,2017-01-06T17:54:20,214.123,0.694029,0.990252,145.932,5410000,148.716,142.3505554,,,,,,,,,,,,,,
B22,1,2017-01-06T17:54:20,215.466,0.742548,0.991075,157.2,5410000,160.483,153.2961273,,,,,,,,,,,,,,
B28,1,2017-01-06T17:54:20,217.519,0.679262,0.989394,144.568,5410000,147.828,141.5248566,,,,,,,,,,,,,,
B39,1,2017-01-06T17:54:20,220.13,0.666605,0.989394,143.594,5410000,146.734,141.2501221,,,,,,,,,,,,,,
A05,1,2017-01-06T17:54:21,225.018,0.658167,0.991472,146.564,5410000,148.026,142.817688,,,,,,,,,,,,,,
A0C,1,2017-01-06T17:54:21,213.153,0.700357,0.990668,145.823,5410000,148.978,143.272522,,,,,,,,,,,,,,
A0E,1,2017-01-06T17:54:21,213.713,0.68981,0.990252,145.398,5410000,147.439,141.3444977,,,,,,,,,,,,,,
A13,1,2017-01-06T17:54:21,0,0,1,0,0,0,0,,,,,,,,,,,,,,
A1C,1,2017-01-06T17:54:21,223.264,0.677153,0.989394,148.638,5410000,151.183,145.2294769,,,,,,,,,,,,,,
A31,1,2017-01-06T17:54:21,214.422,0.746767,0.99224,156.706,5410000,160.143,153.1319122,,,,,,,,,,,,,,
A45,1,2017-01-06T17:54:21,214.981,0.68981,0.991075,145.974,5410000,148.289,142.9984894,,,,,,,,,,,,,,
B2A,1,2017-01-06T17:54:21,217.817,0.685591,0.989394,145.998,5410000,149.301,143.2181244,,,,,,,,,,,,,,
A01,1,2017-01-06T17:54:22,223.936,0.723562,0.991075,160.774,5410000,162.035,155.6544342,,,,,,,,,,,,,,
A07,1,2017-01-06T17:54:22,224.943,0.660277,0.9885,145.758,5410000,148.531,142.9178619,,,,,,,,,,,,,,
A0B,1,2017-01-06T17:54:22,224.011,0.696138,0.990252,153.376,5410000,156.401,150.1442261,,,,,,,,,,,,,,
A12,1,2017-01-06T17:54:22,216.735,0.685591,0.990252,145.474,5410000,148.674,143.0325012,,,,,,,,,,,,,,
