NODE_ID, EVENT_TYPE, EVENT_TIME, VOLTAGE, AMPERE, POWER_FACTOR, ACTIVE_POWER, REACTIVE_POWER, APPARENT_POWER, AMOUNT_OF_ACTIVE_POWER, ALS_LEVEL, DIMMING_LEVEL, VIBRATION_X, VIBRATION_Y, VIBRATION_Z, VIBRATION_MAX, NOISE_ORIGIN_DECIBEL, NOISE_ORIGIN_FREQUENCY, NOISE_DECIBEL, NOISE_FREQUENCY, GPS_LONGITUDE, GPS_LATITUDE, GPS_ALTITUDE, GPS_SATELLITE_COUNT
B37,1,2017-01-01T00:02:26,226.175,0.658167,0.967168,144.896,5410000,148.823,592.0106812,,,,,,,,,,,,,,
A14,1,2017-01-01T00:02:28,219.198,0.675043,0.991075,146.751,5410000,147.999,598.3309937,,,,,,,,,,,,,,
A05,1,2017-01-01T00:02:29,225.018,0.656058,0.972925,146.926,5410000,147.532,590.4532471,,,,,,,,,,,,,,
A30,1,2017-01-01T00:02:29,221.026,0.721452,0.972925,158.459,5410000,159.351,868.8613892,,,,,,,,,,,,,,
B2C,1,2017-01-01T00:02:29,222.108,0.666605,0.967917,146.449,5410000,148.343,589.2967529,,,,,,,,,,,,,,
A19,1,2017-01-01T00:02:31,0,0,1,0,0,0,0,,,,,,,,,,,,,,
A01,1,2017-01-01T00:02:39,224.645,0.732,0.990668,162.056,5410000,164.412,984.5540771,,,,,,,,,,,,,,
B27,1,2017-01-01T00:02:41,220.951,0.670824,0.97083,145.163,5410000,147.834,577.543335,,,,,,,,,,,,,,
A0A,1,2017-01-01T00:02:42,224.533,0.662386,0.989828,146.914,5410000,148.789,610.6915894,,,,,,,,,,,,,,
B23,1,2017-01-01T00:02:44,221.996,0.677153,0.988952,148.247,5410000,149.895,640.0253296,,,,,,,,,,,,,,
A17,1,2017-01-01T00:02:45,222.779,0.660277,0.989394,145.789,5410000,147.12,571.8842163,,,,,,,,,,,,,,
A04,1,2017-01-01T00:02:46,225.466,0.656058,0.98804,144.865,5410000,147.955,578.4645386,,,,,,,,,,,,,,
B2D,1,2017-01-01T00:02:46,222.966,0.666605,0.988952,145.739,5410000,149.018,598.144104,,,,,,,,,,,,,,
A0C,1,2017-01-01T00:02:47,213.526,0.706686,0.991861,147.944,5410000,150.439,656.0282593,,,,,,,,,,,,,,
A07,1,2017-01-01T00:02:50,223.376,0.679262,0.9885,149.562,5410000,151.277,697.6427002,,,,,,,,,,,,,,
A45,1,2017-01-01T00:02:52,214.795,0.694029,0.991075,147.077,5410000,148.62,3629.38501,,,,,,,,,,,,,,
B2E,1,2017-01-01T00:02:52,222.033,0.675043,0.989828,148.009,5410000,149.775,629.3463135,,,,,,,,,,,,,,
A44,1,2017-01-01T00:02:53,224.757,0.713014,0.990252,159.46,5410000,160.737,903.5790405,,,,,,,,,,,,,,
B3E,1,2017-01-01T00:02:53,223.563,0.664496,0.989828,147.644,5410000,148.475,600.383667,,,,,,,,,,,,,,
A31,1,2017-01-01T00:02:54,220.839,0.734109,0.990668,159.636,5410000,162.126,931.7605591,,,,,,,,,,,,,,
A12,1,2017-01-01T00:02:55,216.959,0.681372,0.989828,145.039,5410000,148.128,599.4290161,,,,,,,,,,,,,,
B22,1,2017-01-01T00:02:57,221.996,0.668715,0.9885,146.259,5410000,148.42,595.2909546,,,,,,,,,,,,,,
B24,1,2017-01-01T00:02:57,221.138,0.72989,0.991075,159.339,5410000,161.386,913.7976685,,,,,,,,,,,,,,
A1E,1,2017-01-01T00:02:59,227.592,0.64762,0.98757,144.02,5410000,147.435,576.9735107,,,,,,,,,,,,,,
A06,1,2017-01-01T00:03:00,225.279,0.658167,0.989394,145.479,5410000,147.851,599.9567261,,,,,,,,,,,,,,
A0B,1,2017-01-01T00:03:00,0,0,1,0,0,0,0,,,,,,,,,,,,,,
B28,1,2017-01-01T00:03:00,222.742,0.664496,0.9885,145.186,5410000,148.188,588.7566528,,,,,,,,,,,,,,
A3A,1,2017-01-01T00:03:05,224.794,0.664496,0.98757,147.367,5410000,148.925,621.246582,,,,,,,,,,,,,,
B25,1,2017-01-01T00:03:06,220.429,0.717233,0.991861,156.026,5410000,158.09,838.284668,,,,,,,,,,,,,,
A1C,1,2017-01-01T00:03:10,226.846,0.672934,0.9885,149,5410000,152.268,704.1531372,,,,,,,,,,,,,,
A09,1,2017-01-01T00:03:11,224.272,0.668715,0.988952,149.12,5410000,149.669,638.3540039,,,,,,,,,,,,,,
A1A,1,2017-01-01T00:03:16,221.436,0.719343,0.990668,156.578,5410000,159.717,880.3949585,,,,,,,,,,,,,,
B39,1,2017-01-01T00:03:25,226.585,0.653948,0.98804,146.02,5410000,148.187,3598.705811,,,,,,,,,,,,,,
B2A,1,2017-01-01T00:03:38,223.787,0.666605,0.989828,146.293,5410000,149.208,624.0320435,,,,,,,,,,,,,,
A31,33,2017-01-01T00:03:46,,,,,,,,,,248,245,55,248,,,,,,,,
A32,1,2017-01-01T00:03:48,220.578,0.725671,0.991472,158.038,5410000,160.087,901.6294556,,,,,,,,,,,,,,
A32,33,2017-01-01T00:03:50,,,,,,,,,,6,233,60,233,,,,,,,,
A32,49,2017-01-01T00:03:50,,,,,,,,,,,,,,19,66,1.9,6600,,,,
B35,1,2017-01-01T00:03:59,227.816,0.649729,0.98804,145.461,5410000,148.001,586.8595581,,,,,,,,,,,,,,
B39,1,2017-01-01T00:04:25,226.212,0.656058,0.968658,146.98,5410000,147.973,3607.933594,,,,,,,,,,,,,,
B39,1,2017-01-01T00:05:24,226.175,0.656058,0.9885,146.535,5410000,148.48,3617.163086,,,,,,,,,,,,,,
B39,1,2017-01-01T00:06:23,225.13,0.658167,0.969391,146.113,5410000,148.129,3626.392334,,,,,,,,,,,,,,
A09,65,2017-01-01T00:06:55,,,,,,,,,,,,,,,,,,129.043,35.2092,139.2,11
B39,1,2017-01-01T00:07:24,226.398,0.653948,0.98757,146.727,5410000,148.585,3635.62085,,,,,,,,,,,,,,
A02,65,2017-01-01T00:07:42,,,,,,,,,,,,,,,,,,129.045,35.21,160.1,10
B1F,33,2017-01-01T00:07:45,,,,,,,,,,8,221,62,221,,,,,,,,
B39,1,2017-01-01T00:08:23,225.951,0.656058,0.9885,145.851,5410000,148.285,3644.850342,,,,,,,,,,,,,,
B39,1,2017-01-01T00:09:23,226.473,0.653948,0.9885,146.517,5410000,148.634,3654.079346,,,,,,,,,,,,,,
B39,1,2017-01-01T00:10:22,226.286,0.656058,0.9885,145.541,5410000,148.456,3663.308594,,,,,,,,,,,,,,
A02,65,2017-01-01T00:10:35,,,,,,,,,,,,,,,,,,129.045,35.21,157.6,11
B1F,65,2017-01-01T00:10:48,,,,,,,,,,,,,,,,,,129.038,35.211,82.3,6
B39,1,2017-01-01T00:11:21,226.622,0.656058,0.989394,144.895,5410000,148.234,3672.537109,,,,,,,,,,,,,,
B39,1,2017-01-01T00:12:21,226.025,0.656058,0.988952,145.338,5410000,148.249,3681.766602,,,,,,,,,,,,,,
A09,65,2017-01-01T00:12:23,,,,,,,,,,,,,,,,,,129.043,35.2092,131.9,10
B1F,65,2017-01-01T00:12:24,,,,,,,,,,,,,,,,,,129.038,35.2111,78.8,5
B39,1,2017-01-01T00:13:21,225.951,0.656058,0.968658,145.273,5410000,148.212,3690.998291,,,,,,,,,,,,,,
B39,1,2017-01-01T00:14:22,226.995,0.656058,0.98804,145.568,5410000,148.393,3700.22998,,,,,,,,,,,,,,
B39,1,2017-01-01T00:15:21,226.436,0.656058,0.988952,145.293,5410000,148.548,3709.462402,,,,,,,,,,,,,,
B20,1,2017-01-01T00:15:46,224.384,0.664496,0.98804,147.611,5410000,148.683,724.9146729,,,,,,,,,,,,,,
B29,1,2017-01-01T00:15:46,225.652,0.715124,0.990252,158.786,5410000,161.382,1053.075806,,,,,,,,,,,,,,
A18,1,2017-01-01T00:15:50,224.011,0.719343,0.991472,160.615,5410000,161.227,1034.070557,,,,,,,,,,,,,,
A02,1,2017-01-01T00:15:56,225.093,0.675043,0.989828,149.776,5410000,151.865,812.6524048,,,,,,,,,,,,,,
B39,1,2017-01-01T00:16:20,225.801,0.656058,0.98804,146.401,5410000,148.242,3718.69751,,,,,,,,,,,,,,
A43,1,2017-01-01T00:16:24,227.368,0.651839,0.988952,146.605,5410000,148.237,714.3788452,,,,,,,,,,,,,,
B26,1,2017-01-01T00:16:24,222.182,0.672934,0.988952,146.967,5410000,149.464,746.9848022,,,,,,,,,,,,,,
A13,1,2017-01-01T00:16:28,0,0,1,0,0,0,0,,,,,,,,,,,,,,
B1F,1,2017-01-01T00:16:33,223.861,0.68981,0.970114,151.401,5410000,154.402,871.2885132,,,,,,,,,,,,,,
B36,1,2017-01-01T00:16:37,226.846,0.660277,0.9885,148.463,5410000,149.842,754.0827026,,,,,,,,,,,,,,
B38,1,2017-01-01T00:16:38,226.286,0.660277,0.988952,146.867,5410000,149.492,751.2610474,,,,,,,,,,,,,,
A1D,1,2017-01-01T00:16:40,227.779,0.651839,0.98804,145.9,5410000,148.499,736.5532227,,,,,,,,,,,,,,
A40,1,2017-01-01T00:16:51,214.496,0.696138,0.990252,147.455,5410000,149.344,753.7370605,,,,,,,,,,,,,,
A3B,1,2017-01-01T00:17:00,214.571,0.744657,0.994951,158.927,5410000,159.844,4044.424072,,,,,,,,,,,,,,
A15,1,2017-01-01T00:17:02,221.958,0.675043,0.990252,146.28,5410000,149.368,751.8864136,,,,,,,,,,,,,,
B33,1,2017-01-01T00:17:03,226.548,0.653948,0.9885,146.503,5410000,148.271,722.222168,,,,,,,,,,,,,,
B34,1,2017-01-01T00:17:06,226.809,0.656058,0.9885,146.235,5410000,148.744,730.4915161,,,,,,,,,,,,,,
B3F,1,2017-01-01T00:17:10,223.563,0.725671,0.990668,158.562,5410000,161.767,1071.990601,,,,,,,,,,,,,,
A0E,1,2017-01-01T00:17:13,215.131,0.68981,0.991075,145.539,5410000,148.411,738.0221558,,,,,,,,,,,,,,
A11,1,2017-01-01T00:17:17,216.996,0.68981,0.990668,148.227,5410000,150.136,768.0845947,,,,,,,,,,,,,,
A2F,1,2017-01-01T00:17:19,221.511,0.668715,0.988952,146.824,5410000,148.662,727.8916016,,,,,,,,,,,,,,
B37,1,2017-01-01T00:17:19,226.324,0.658167,0.9885,146.391,5410000,148.958,730.5378418,,,,,,,,,,,,,,
B39,1,2017-01-01T00:17:20,226.137,0.656058,0.9885,145.323,5410000,148.352,3727.933594,,,,,,,,,,,,,,
A30,1,2017-01-01T00:17:21,221.548,0.719343,0.990252,158.294,5410000,159.869,1017.932495,,,,,,,,,,,,,,
B2C,1,2017-01-01T00:17:21,223.376,0.664496,0.98804,145.591,5410000,147.979,727.4090576,,,,,,,,,,,,,,
A05,1,2017-01-01T00:17:22,225.167,0.653948,0.991861,146.473,5410000,147.303,728.4744263,,,,,,,,,,,,,,
A19,1,2017-01-01T00:17:24,0,0,1,0,0,0,0,,,,,,,,,,,,,,
A01,1,2017-01-01T00:17:33,224.682,0.732,0.991075,163.377,5410000,164.397,1138.297974,,,,,,,,,,,,,,
B27,1,2017-01-01T00:17:34,221.287,0.668715,0.989394,146.278,5410000,148.033,715.2235718,,,,,,,,,,,,,,
A0A,1,2017-01-01T00:17:36,223.414,0.666605,0.9885,147.828,5410000,148.655,749.5397339,,,,,,,,,,,,,,
A14,1,2017-01-01T00:17:36,218.824,0.677153,0.989828,145.267,5410000,148.609,736.7612305,,,,,,,,,,,,,,
B23,1,2017-01-01T00:17:38,221.772,0.677153,0.9885,147.412,5410000,150.136,780.0358887,,,,,,,,,,,,,,
A04,1,2017-01-01T00:17:39,223.936,0.658167,0.988952,146.55,5410000,147.417,716.1289673,,,,,,,,,,,,,,
A17,1,2017-01-01T00:17:39,222.257,0.662386,0.9885,144.451,5410000,147.331,709.2424316,,,,,,,,,,,,,,
B2D,1,2017-01-01T00:17:39,222.593,0.668715,0.9885,145.321,5410000,148.838,736.6767578,,,,,,,,,,,,,,
A0C,1,2017-01-01T00:17:41,214.049,0.704576,0.991472,147.464,5410000,150.828,796.7445068,,,,,,,,,,,,,,
A07,1,2017-01-01T00:17:44,224.085,0.677153,0.988952,149.089,5410000,151.758,838.87854,,,,,,,,,,,,,,
A45,1,2017-01-01T00:17:45,215.019,0.694029,0.991472,145.735,5410000,149.539,3768.767578,,,,,,,,,,,,,,
B2E,1,2017-01-01T00:17:46,221.772,0.677153,0.989394,147.875,5410000,149.456,769.076416,,,,,,,,,,,,,,
A44,1,2017-01-01T00:17:47,224.234,0.717233,0.989828,158.523,5410000,160.435,1053.805054,,,,,,,,,,,,,,
B3E,1,2017-01-01T00:17:47,222.332,0.668715,0.98804,145.953,5410000,148.881,738.9153442,,,,,,,,,,,,,,
A31,1,2017-01-01T00:17:48,219.459,0.738329,0.990252,160.401,5410000,162.219,1083.361084,,,,,,,,,,,,,,
A12,1,2017-01-01T00:17:50,217.034,0.683481,0.990668,145.876,5410000,148.223,737.842041,,,,,,,,,,,,,,
B22,1,2017-01-01T00:17:51,221.511,0.670824,0.988952,146.947,5410000,148.157,733.5687256,,,,,,,,,,,,,,
B24,1,2017-01-01T00:17:51,220.615,0.72989,0.991472,158.642,5410000,161.455,1064.458862,,,,,,,,,,,,,,
A1E,1,2017-01-01T00:17:53,227.257,0.649729,0.9885,146.081,5410000,147.265,714.5684814,,,,,,,,,,,,,,
B28,1,2017-01-01T00:17:54,222.966,0.664496,0.9885,145.194,5410000,148.697,726.9446411,,,,,,,,,,,,,,
A06,1,2017-01-01T00:17:55,224.384,0.660277,0.988952,145.234,5410000,148.198,738.3085938,,,,,,,,,,,,,,
A0B,1,2017-01-01T00:17:55,0,0,1,0,0,0,0,,,,,,,,,,,,,,
A3A,1,2017-01-01T00:18:00,223.787,0.664496,0.989828,146.816,5410000,148.73,760.5001221,,,,,,,,,,,,,,
B25,1,2017-01-01T00:18:01,220.615,0.717233,0.991075,155.875,5410000,157.963,985.8944702,,,,,,,,,,,,,,
A09,1,2017-01-01T00:18:05,223.525,0.668715,0.990252,148.045,5410000,149.927,778.3342896,,,,,,,,,,,,,,
A1C,1,2017-01-01T00:18:05,227.033,0.672934,0.98804,149.327,5410000,152.67,846.7515259,,,,,,,,,,,,,,
A1A,1,2017-01-01T00:18:12,223.264,0.715124,0.990668,158.217,5410000,159.654,1029.693359,,,,,,,,,,,,,,
B39,1,2017-01-01T00:18:20,225.652,0.658167,0.98757,147.134,5410000,148.436,3737.170898,,,,,,,,,,,,,,
A32,49,2017-01-01T00:18:30,,,,,,,,,,,,,,21,66,2.1,6600,,,,
B2A,1,2017-01-01T00:18:33,224.234,0.666605,0.9885,146.701,5410000,149.021,763.3575439,,,,,,,,,,,,,,
A32,1,2017-01-01T00:18:43,220.727,0.725671,0.989394,157.78,5410000,160.417,1051.890991,,,,,,,,,,,,,,
B35,1,2017-01-01T00:18:55,227.145,0.651839,0.987092,144.452,5410000,147.739,725.1430054,,,,,,,,,,,,,,
B39,1,2017-01-01T00:19:20,226.212,0.656058,0.9885,145.103,5410000,148.125,3746.408691,,,,,,,,,,,,,,
B39,1,2017-01-01T00:20:19,225.652,0.658167,0.9885,145.505,5410000,148.271,3755.646484,,,,,,,,,,,,,,
B39,1,2017-01-01T00:21:18,226.175,0.658167,0.988952,145.654,5410000,148.812,3764.884277,,,,,,,,,,,,,,
B39,1,2017-01-01T00:22:18,226.249,0.656058,0.988952,146.152,5410000,148.077,3774.121094,,,,,,,,,,,,,,
B39,1,2017-01-01T00:23:19,225.428,0.658167,0.97083,145.665,5410000,148.58,3783.358398,,,,,,,,,,,,,,
A32,33,2017-01-01T00:23:31,,,,,,,,,,3,243,61,243,,,,,,,,
B39,1,2017-01-01T00:24:18,225.839,0.656058,0.98804,145.692,5410000,148.352,3792.593506,,,,,,,,,,,,,,
B39,1,2017-01-01T00:25:18,226.398,0.656058,0.988952,146.397,5410000,148.536,3801.827148,,,,,,,,,,,,,,
B1F,65,2017-01-01T00:25:20,,,,,,,,,,,,,,,,,,129.038,35.2109,23.1,5
B39,1,2017-01-01T00:26:17,226.398,0.656058,0.9885,144.27,5410000,148.341,3811.058105,,,,,,,,,,,,,,
B1F,65,2017-01-01T00:26:57,,,,,,,,,,,,,,,,,,129.038,35.2111,86.7,5
B2C,33,2017-01-01T00:27:09,,,,,,,,,,2,232,46,232,,,,,,,,
B39,1,2017-01-01T00:27:17,225.839,0.656058,0.969391,146.657,5410000,148.579,3820.287598,,,,,,,,,,,,,,
A1C,33,2017-01-01T00:28:00,,,,,,,,,,255,249,62,255,,,,,,,,
A30,49,2017-01-01T00:28:01,,,,,,,,,,,,,,11,66,1.1,6600,,,,
A1E,33,2017-01-01T00:28:03,,,,,,,,,,255,247,60,255,,,,,,,,
A1D,49,2017-01-01T00:28:04,,,,,,,,,,,,,,18,40,1.8,4000,,,,
B39,1,2017-01-01T00:28:16,225.801,0.658167,0.989394,147.41,5410000,148.201,3829.516113,,,,,,,,,,,,,,
B1F,33,2017-01-01T00:28:20,,,,,,,,,,1,18,62,62,,,,,,,,
B1F,49,2017-01-01T00:28:20,,,,,,,,,,,,,,10,33,1,3300,,,,
B2C,49,2017-01-01T00:28:21,,,,,,,,,,,,,,10,33,1,3300,,,,
B20,33,2017-01-01T00:28:23,,,,,,,,,,9,245,64,245,,,,,,,,
B28,33,2017-01-01T00:28:43,,,,,,,,,,1,224,56,224,,,,,,,,
B29,33,2017-01-01T00:28:47,,,,,,,,,,11,228,60,228,,,,,,,,
B22,49,2017-01-01T00:28:47,,,,,,,,,,,,,,12,50,1.2,5000,,,,
A1D,49,2017-01-01T00:28:48,,,,,,,,,,,,,,8,33,0.8,3300,,,,
A2F,33,2017-01-01T00:28:49,,,,,,,,,,10,238,59,238,,,,,,,,
A2F,49,2017-01-01T00:28:49,,,,,,,,,,,,,,8,25,0.8,2500,,,,
B2A,49,2017-01-01T00:28:49,,,,,,,,,,,,,,15,25,1.5,2500,,,,
A30,33,2017-01-01T00:28:50,,,,,,,,,,13,17,69,69,,,,,,,,
B2A,33,2017-01-01T00:28:50,,,,,,,,,,0,24,59,59,,,,,,,,
B3E,49,2017-01-01T00:28:50,,,,,,,,,,,,,,11,33,1.1,3300,,,,
A31,33,2017-01-01T00:28:51,,,,,,,,,,9,233,65,233,,,,,,,,
B39,1,2017-01-01T00:29:16,226.1,0.656058,0.989394,146.918,5410000,148.415,3838.742676,,,,,,,,,,,,,,
B39,1,2017-01-01T00:30:15,226.771,0.653948,0.988952,144.959,5410000,148.284,3847.967773,,,,,,,,,,,,,,
B20,1,2017-01-01T00:30:35,223.563,0.666605,0.9885,146.861,5410000,148.594,863.0018311,,,,,,,,,,,,,,
B29,1,2017-01-01T00:30:35,224.794,0.717233,0.991075,158.372,5410000,161.189,1203.118042,,,,,,,,,,,,,,
A18,1,2017-01-01T00:30:39,224.085,0.717233,0.990668,157.989,5410000,160.735,1183.983154,,,,,,,,,,,,,,
A02,1,2017-01-01T00:30:45,224.496,0.675043,0.989394,150.198,5410000,152.068,953.8540039,,,,,,,,,,,,,,
A43,1,2017-01-01T00:31:14,227.294,0.651839,0.9885,146.455,5410000,147.739,852.0084839,,,,,,,,,,,,,,
B26,1,2017-01-01T00:31:14,220.802,0.677153,0.989828,148.012,5410000,149.533,885.7388306,,,,,,,,,,,,,,
B39,1,2017-01-01T00:31:15,226.025,0.656058,0.988952,146.429,5410000,148.304,3857.190674,,,,,,,,,,,,,,
A13,1,2017-01-01T00:31:18,0,0,1,0,0,0,0,,,,,,,,,,,,,,
B1F,1,2017-01-01T00:31:24,223.04,0.694029,0.989828,153.237,5410000,154.364,1014.897156,,,,,,,,,,,,,,
B36,1,2017-01-01T00:31:28,227.107,0.658167,0.989394,148.519,5410000,149.572,893.4333496,,,,,,,,,,,,,,
B38,1,2017-01-01T00:31:29,226.51,0.660277,0.989394,146.445,5410000,149.485,890.3652954,,,,,,,,,,,,,,
A1D,1,2017-01-01T00:31:31,227.667,0.653948,0.989394,146.483,5410000,148.858,875.0142822,,,,,,,,,,,,,,
A40,1,2017-01-01T00:31:43,215.28,0.694029,0.972925,147.768,5410000,148.911,892.7346802,,,,,,,,,,,,,,
B1F,65,2017-01-01T00:31:46,,,,,,,,,,,,,,,,,,129.038,35.211,73,5
A3B,1,2017-01-01T00:31:53,214.534,0.744657,0.994644,157.599,5410000,159.732,4193.905273,,,,,,,,,,,,,,
A15,1,2017-01-01T00:31:55,221.623,0.675043,0.989394,146.763,5410000,149.712,890.9265747,,,,,,,,,,,,,,
B33,1,2017-01-01T00:31:55,226.958,0.651839,0.9885,144.811,5410000,147.963,860.1652222,,,,,,,,,,,,,,
B34,1,2017-01-01T00:31:58,227.406,0.653948,0.989394,145.631,5410000,148.747,868.8131104,,,,,,,,,,,,,,
B3F,1,2017-01-01T00:32:02,223.04,0.725671,0.990252,160.296,5410000,161.975,1223.143433,,,,,,,,,,,,,,
A0E,1,2017-01-01T00:32:05,214.608,0.691919,0.991075,146.688,5410000,148.561,876.3900757,,,,,,,,,,,,,,
A11,1,2017-01-01T00:32:10,216.362,0.691919,0.990668,148.665,5410000,149.377,907.6671753,,,,,,,,,,,,,,
A2F,1,2017-01-01T00:32:12,221.399,0.670824,0.989828,145.306,5410000,148.444,866.03479,,,,,,,,,,,,,,
B37,1,2017-01-01T00:32:12,226.622,0.656058,0.988952,147.407,5410000,148.677,869.0915527,,,,,,,,,,,,,,
A05,1,2017-01-01T00:32:14,224.757,0.658167,0.974942,146.811,5410000,147.459,866.578125,,,,,,,,,,,,,,
A30,1,2017-01-01T00:32:14,220.988,0.721452,0.972235,157.914,5410000,159.864,1167.094971,,,,,,,,,,,,,,
B2C,1,2017-01-01T00:32:14,222.891,0.664496,0.9885,145.944,5410000,148.172,865.5510864,,,,,,,,,,,,,,
B39,1,2017-01-01T00:32:15,226.398,0.656058,0.9885,144.948,5410000,148.621,3866.412598,,,,,,,,,,,,,,
A19,1,2017-01-01T00:32:17,0,0,1,0,0,0,0,,,,,,,,,,,,,,
A14,1,2017-01-01T00:32:22,219.309,0.677153,0.990668,145.2,5410000,148.333,875.2035522,,,,,,,,,,,,,,
A01,1,2017-01-01T00:32:26,224.011,0.734109,0.990252,162.93,5410000,164.509,1292.065796,,,,,,,,,,,,,,
B27,1,2017-01-01T00:32:27,221.138,0.668715,0.969391,144.947,5410000,147.872,852.7752075,,,,,,,,,,,,,,
A0A,1,2017-01-01T00:32:29,224.346,0.662386,0.989394,146.556,5410000,148.67,888.4146118,,,,,,,,,,,,,,
B23,1,2017-01-01T00:32:32,221.362,0.679262,0.989394,147.944,5410000,149.869,919.989502,,,,,,,,,,,,,,
B2D,1,2017-01-01T00:32:32,222.63,0.668715,0.989394,147.225,5410000,148.963,875.2397461,,,,,,,,,,,,,,
A04,1,2017-01-01T00:32:33,224.346,0.658167,0.989828,144.681,5410000,147.159,853.8392944,,,,,,,,,,,,,,
A17,1,2017-01-01T00:32:33,222.332,0.664496,0.988952,145.346,5410000,147.453,846.6036987,,,,,,,,,,,,,,
A0C,1,2017-01-01T00:32:34,213.862,0.704576,0.992611,149.867,5410000,150.654,937.4467773,,,,,,,,,,,,,,
A07,1,2017-01-01T00:32:38,224.122,0.677153,0.988952,150.309,5410000,151.702,979.9317627,,,,,,,,,,,,,,
B2E,1,2017-01-01T00:32:39,222.033,0.672934,0.989394,146.041,5410000,149.825,908.7932739,,,,,,,,,,,,,,
A44,1,2017-01-01T00:32:40,223.264,0.719343,0.990668,158.518,5410000,160.199,1204.004395,,,,,,,,,,,,,,
A45,1,2017-01-01T00:32:40,215.019,0.694029,0.990668,146.098,5410000,149.313,3908.171631,,,,,,,,,,,,,,
B3E,1,2017-01-01T00:32:41,223.861,0.664496,0.988952,146.89,5410000,148.796,877.4345703,,,,,,,,,,,,,,
A31,1,2017-01-01T00:32:42,219.757,0.738329,0.99224,161.723,5410000,162.383,1234.963745,,,,,,,,,,,,,,
A12,1,2017-01-01T00:32:44,217.332,0.681372,0.972925,146.396,5410000,148.05,876.2611084,,,,,,,,,,,,,,
B24,1,2017-01-01T00:32:44,220.653,0.732,0.99224,161.033,5410000,161.456,1215.085571,,,,,,,,,,,,,,
