2016-12-01 00:06:35.627	224.346
2016-12-01 00:06:35.760	224.346
2016-12-01 00:06:35.833	224.346
2016-12-01 00:06:35.957	224.346
2016-12-01 00:06:36.020	224.197
2016-12-01 00:06:36.077	224.346
2016-12-01 00:06:36.187	224.197
2016-12-01 00:06:36.243	224.197
2016-12-01 00:06:36.307	224.197
2016-12-01 00:06:36.370	224.197
2016-12-01 00:06:36.427	224.197
2016-12-01 00:06:36.483	224.197
2016-12-01 00:06:36.540	224.197
2016-12-01 00:06:36.600	224.197
2016-12-01 00:06:36.657	224.197
2016-12-01 00:06:36.717	223.973
2016-12-01 00:06:36.787	223.973
2016-12-01 00:06:36.850	224.197
2016-12-01 00:06:36.913	223.973
2016-12-01 00:06:36.970	223.973
2016-12-01 00:06:37.033	223.973
2016-12-01 00:06:37.093	223.973
2016-12-01 00:06:37.153	223.973
2016-12-01 00:06:37.237	223.973
2016-12-01 00:06:37.300	223.973
2016-12-01 00:06:37.367	223.973
2016-12-01 00:06:37.427	223.973
2016-12-01 00:06:37.507	224.458
2016-12-01 00:06:37.573	224.458
2016-12-01 00:06:37.630	224.458
2016-12-01 00:06:37.690	224.458
2016-12-01 00:06:37.747	224.458
2016-12-01 00:06:37.810	224.458
2016-12-01 00:06:37.867	224.458
2016-12-01 00:06:37.923	224.458
2016-12-01 00:06:37.987	224.458
2016-12-01 00:06:38.050	224.458
2016-12-01 00:06:38.110	224.458
2016-12-01 00:06:38.177	224.943
2016-12-01 00:06:38.243	224.458
2016-12-01 00:06:38.300	224.943
2016-12-01 00:06:43.133	224.943
2016-12-01 00:06:45.137	225.204
2016-12-01 00:06:47.143	224.645
2016-12-01 00:06:49.150	224.794
2016-12-01 00:06:51.157	225.242
2016-12-01 00:07:27.197	225.466
2016-12-01 00:08:27.267	225.615
2016-12-01 00:09:28.913	225.503
2016-12-01 00:10:26.457	225.578
2016-12-01 00:11:26.010	225.764
2016-12-01 00:12:28.570	225.764
2016-12-01 00:13:25.130	225.727
2016-12-01 00:14:24.683	225.801
2016-12-01 00:15:24.740	225.801
2016-12-01 00:16:24.283	225.578
2016-12-01 00:17:26.337	225.055
2016-12-01 00:18:22.900	224.831
2016-12-01 00:19:22.453	224.682
2016-12-01 00:20:23.010	225.055
2016-12-01 00:21:22.553	224.906
2016-12-01 00:22:23.603	224.757
2016-12-01 00:23:21.143	225.167
2016-12-01 00:24:20.693	225.391
2016-12-01 00:25:20.737	225.54
2016-12-01 00:26:20.280	225.167
2016-12-01 00:27:19.840	225.018
2016-12-01 00:28:19.483	225.093
2016-12-01 00:29:20.980	224.719
2016-12-01 00:30:18.527	225.018
2016-12-01 00:31:18.067	225.988
2016-12-01 00:32:17.610	226.063
2016-12-01 00:33:19.150	226.025
2016-12-01 00:34:18.690	225.764
2016-12-01 00:35:16.237	225.615
2016-12-01 00:36:15.780	225.913
2016-12-01 00:37:18.333	226.025
2016-12-01 00:38:17.387	226.1
2016-12-01 00:39:16.933	225.428
2016-12-01 00:40:18.980	225.839
2016-12-01 00:41:16.537	225.615
2016-12-01 00:42:16.080	225.727
2016-12-01 00:43:15.673	225.466
2016-12-01 00:44:15.180	225.279
2016-12-01 00:45:14.723	224.869
2016-12-01 00:46:14.773	224.869
2016-12-01 00:47:14.320	225.018
2016-12-01 00:48:13.367	224.906
2016-12-01 00:49:12.913	224.943
2016-12-01 00:50:14.953	225.055
2016-12-01 00:51:12.500	225.316
2016-12-01 00:52:12.040	224.906
2016-12-01 00:53:11.580	225.279
2016-12-01 00:54:11.123	224.906
2016-12-01 00:55:13.170	225.279
2016-12-01 00:56:10.717	225.689
2016-12-01 00:57:10.263	225.764
2016-12-01 00:58:09.807	225.391
2016-12-01 00:59:09.347	225.466
2016-12-01 01:00:08.893	225.354
2016-12-01 01:01:08.933	225.54
2016-12-01 01:02:08.477	225.391
2016-12-01 01:03:12.020	224.421
2016-12-01 01:04:07.077	224.719
2016-12-01 01:05:06.620	224.869
2016-12-01 01:06:07.160	224.981
2016-12-01 01:07:06.703	224.309
2016-12-01 01:08:08.747	224.57
2016-12-01 01:09:05.287	224.831
2016-12-01 01:10:04.833	223.973
2016-12-01 01:11:04.957	224.607
2016-12-01 01:12:04.557	224.757
2016-12-01 01:13:04.130	225.242
2016-12-01 01:14:03.180	225.615
2016-12-01 01:15:02.723	225.801
2016-12-01 01:16:03.273	225.428
2016-12-01 01:17:02.813	225.578
2016-12-01 01:18:02.360	225.391
2016-12-01 01:19:01.400	225.204
2016-12-01 01:20:00.947	225.727
2016-12-01 01:21:00.990	226.212
2016-12-01 01:22:00.530	225.764
2016-12-01 01:23:00.073	225.354
2016-12-01 01:23:59.633	225.727
2016-12-01 01:24:59.160	224.794
2016-12-01 01:26:01.210	225.578
2016-12-01 01:26:58.757	225.167
2016-12-01 01:27:58.313	224.831
2016-12-01 01:28:57.357	224.981
2016-12-01 01:29:59.903	225.13
2016-12-01 01:30:57.453	225.279
2016-12-01 01:31:56.987	224.981
2016-12-01 01:32:56.530	224.794
2016-12-01 01:33:58.073	225.204
2016-12-01 01:34:57.620	225.093
2016-12-01 01:35:55.160	224.906
2016-12-01 01:36:54.793	225.354
2016-12-01 01:37:54.340	225.316
2016-12-01 01:38:56.387	225.689
2016-12-01 01:39:55.933	225.316
2016-12-01 01:40:55.480	225.578
2016-12-01 01:41:55.520	225.876
2016-12-01 01:42:55.130	225.839
2016-12-01 01:43:54.123	225.727
2016-12-01 01:44:53.667	225.764
2016-12-01 01:45:56.220	225.428
2016-12-01 01:46:53.753	225.466
2016-12-01 01:47:53.293	225.801
2016-12-01 01:48:52.337	225.279
2016-12-01 01:49:51.880	225.466
2016-12-01 01:50:51.443	225.279
2016-12-01 01:51:51.470	225.167
2016-12-01 01:52:51.013	223.899
2016-12-01 01:53:50.057	224.122
2016-12-01 01:54:50.103	222.929
2016-12-01 01:55:49.653	223.227
2016-12-01 01:56:51.697	223.488
2016-12-01 01:57:49.243	223.525
2016-12-01 01:58:47.783	223.227
2016-12-01 01:59:49.833	223.525
2016-12-01 02:00:47.380	223.787
2016-12-01 02:01:47.410	223.488
2016-12-01 02:02:47.457	223.973
2016-12-01 02:03:45.997	223.899
2016-12-01 02:04:45.540	223.563
2016-12-01 02:05:45.587	224.197
2016-12-01 02:06:45.130	223.339
2016-12-01 02:07:44.673	223.675
2016-12-01 02:08:44.217	223.414
2016-12-01 02:09:43.767	223.339
2016-12-01 02:10:43.820	223.115
2016-12-01 02:11:43.357	222.966
2016-12-01 02:12:42.903	223.563
2016-12-01 02:13:41.950	223.451
2016-12-01 02:14:41.490	223.339
2016-12-01 02:15:44.033	223.525
2016-12-01 02:16:41.577	222.779
2016-12-01 02:17:41.160	223.152
2016-12-01 02:18:40.207	222.891
2016-12-01 02:19:42.253	223.04
2016-12-01 02:20:39.793	223.339
2016-12-01 02:21:39.333	223.563
2016-12-01 02:22:38.880	223.861
2016-12-01 02:23:40.927	223.6
2016-12-01 02:24:40.470	223.787
2016-12-01 02:25:38.027	223.376
2016-12-01 02:26:37.573	223.712
2016-12-01 02:27:37.123	223.563
2016-12-01 02:28:38.670	223.488
2016-12-01 02:29:38.210	223.488
2016-12-01 02:30:37.763	223.749
